date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi
4/30/2020,WY,22.02,73.08,21.65,26.7,82.69,26.31,2594.00,n/a*,2668.00,26.25,n/a*,26.2,9.87,n/a*,10.03,4.32,n/a*,4.3,2.83,n/a*,2.74,2.18,n/a*,2.15,4.45,5.77,4.38,12.78,n/a*,12.8
6/30/2020,AK,23.37,33.2,18.51,26.93,31.64,22.3,2145.00,1360.00,2240.00,31.99,40.31,30.57,13.58,18.99,11.64,4.14,7.32,3.19,2.49,2.91,1.68,2.13,5.43,2.08,4.38,8.46,2.67,32.67,20,32.17
6/30/2020,AL,31.77,49.91,27.12,37.89,56.87,32.93,1959.00,1936.00,1972.00,29.21,37.03,27.77,14.46,22.08,12.05,5.52,9.75,4.8,7.12,12.66,5.89,2.27,3.67,2.11,8.55,13.57,7.2,17.48,22.61,15.5
6/30/2020,AR,31.26,50.47,28.54,37.78,57.63,34.93,1652.00,1785.00,1639.00,28.8,36.35,27.92,15.05,23.19,13.57,6.08,11.57,5.67,5.06,10.49,4.47,2.32,2.85,2.22,3.04,4.35,2.83,6.2,5.88,5.43
6/30/2020,AZ,24.22,38.03,17.15,31.64,46.44,23.9,2056.00,2005.00,2061.00,25.86,31.97,23.22,14.15,19.46,11.45,4.69,7.64,3.7,3.93,7.02,2.5,1.27,2.24,0.95,5.09,7.63,3.81,9.04,8.78,8.59
6/30/2020,CA,19.29,23.33,13.01,24.03,28.44,17.29,1883.00,1895.00,1696.00,23.66,25.57,20.94,11.24,13.05,8.34,4.62,5.74,3.26,3.54,4.63,1.87,1.27,1.52,0.89,4.68,5.75,2.78,15.53,15.5,14.63
6/30/2020,CO,18.83,32.63,15.4,24.17,39.67,20.18,1676.00,1414.00,1720.00,24.3,30.24,22.96,10.57,14.88,9.09,3.76,6.46,3.25,2.6,4.91,2.07,1.09,2.34,0.89,4.3,7.81,3.4,12.95,17.09,11.14
6/30/2020,CT,19.78,38.37,13.53,25.51,44.79,18.71,1529.00,1404.00,1567.00,24.26,32.9,22.08,9.54,16.98,7.12,4.44,8.88,3.43,2.77,6.19,1.9,2.41,4.62,2,1.48,2.77,1.01,9.93,8.33,9.21
6/30/2020,DC,24.24,35.64,6.22,27.89,39.89,8.17,1469.00,1558.00,967.00,24.14,30.84,16.27,12.66,17.4,4.23,4.82,7.65,2.28,6.61,8.72,1.79,1.79,2.89,0.88,2.58,3.76,0.49,8.16,8.25,n/a*
6/30/2020,DE,24.47,41.83,19.54,31.42,51.08,25.53,1852.00,1887.00,1757.00,25.68,33.17,23.52,11.27,17.73,8.72,4.88,8.27,3.93,4.28,7.04,3.43,1.99,4.18,1.61,6.03,10.26,4.65,9.94,10.73,9.55
6/30/2020,FL,25.11,31.74,20.5,33.09,39.48,28.45,2227.00,2283.00,2188.00,27.78,32.69,24.68,13.91,15.35,12.46,6.03,8.5,4.59,3.94,5.46,3.05,2.02,2.77,1.61,4.88,5.78,4.15,7.13,7.54,6.84
6/30/2020,GA,30.59,40.52,24.57,37.37,48.25,31.14,1969.00,2053.00,1876.00,30.55,36.33,27.86,14.36,17.97,11.58,6.45,9.96,4.88,5.84,8.23,4.51,2.28,3.36,1.82,6.02,8.24,4.66,6.43,7.29,5.67
6/30/2020,HI,15.74,15.81,14.52,18.72,18.66,20.97,1996.00,1924.00,n/a*,24.59,24.54,26.37,11.16,10.84,n/a*,4.27,4.34,2.82,3.73,3.77,0,1.75,1.65,n/a*,4.15,4.27,2.42,12.1,12.47,n/a*
6/30/2020,IA,17.6,44.59,16.91,21.83,43.24,21.03,1670.00,1063.00,1719.00,22.28,27.92,22.03,10.62,n/a*,10.44,3.52,7.27,3.43,2.38,n/a*,2.26,1.28,n/a*,1.24,2.69,2.7,2.6,6.35,n/a*,6.38
6/30/2020,ID,17.75,28.57,17.29,21.75,42.86,21.26,2113.00,n/a*,2130.00,24.35,n/a*,24.21,10.59,n/a*,10.4,3.49,n/a*,3.41,2.62,n/a*,2.56,0.91,n/a*,0.87,6.46,7.94,6.35,11.09,n/a*,10.95
6/30/2020,IL,21.68,38.69,16.35,27.76,45.46,22.19,1564.00,1575.00,1600.00,24.33,32.81,22.21,10.98,18.44,8.64,4.33,8.25,3.37,3.76,7.17,2.86,1.92,3.38,1.68,4.2,7.25,3.27,9.75,11.04,8.98
6/30/2020,IN,25.23,45.77,22.61,31.35,53.01,28.6,1889.00,1865.00,1876.00,26.05,35.43,25.25,14.05,23.09,12.6,4.49,8.62,4.13,3.84,9.64,3.29,1.88,4.08,1.75,5.54,9.1,5.09,6.54,7.57,6.14
6/30/2020,KS,22.1,39.48,19.02,27.54,47.13,24.21,1726.00,1570.00,1722.00,24.18,31.17,23.18,12.69,25.77,11.22,3.56,6.61,3.2,2.54,3.7,2.24,1.51,1.9,1.41,4.05,6.14,3.6,7.52,10.53,6.74
6/30/2020,KY,27.92,61.8,26.38,35.31,69.14,33.77,1340.00,1074.00,1355.00,26.02,39.84,25.51,15.5,26.58,15.05,4.97,13.94,4.72,4.41,9.56,4.18,2.08,5.56,2.04,5.17,7.51,4.94,5.71,1.1,5.51
6/30/2020,LA,33.18,45.95,27.7,41.88,55.84,36.06,1915.00,1899.00,1946.00,29.71,34.74,28.09,15.34,18.88,12.99,5.88,8.74,5.07,6.55,10.08,5.1,2.96,4.75,2.44,6.64,9.47,5.4,17.54,20.67,14.67
6/30/2020,MA,15.44,30.8,12.37,18.82,35.05,15.7,1584.00,1500.00,1646.00,21.63,30.04,20.49,7.78,13.38,6.58,4.01,7.64,3.36,2.59,6.13,2.08,1.61,3.02,1.54,1.52,3.77,1.14,9.63,8.72,10.74
6/30/2020,MD,23.19,32.03,17.15,28.29,38.01,21.73,1588.00,1713.00,1450.00,27.02,33.14,23.88,11.69,14.48,9.07,5.3,7.68,4,4.07,5.74,2.92,2.12,3.45,1.6,3.53,4.97,2.63,6.32,7.05,5.29
6/30/2020,ME,19.79,n/a**,19.75,27.95,n/a**,27.9,1711.00,n/a**,1718.00,24.8,n/a**,24.8,9.49,n/a**,9.42,3.96,n/a**,3.93,1.98,n/a**,2.01,2.03,n/a**,2.02,3.05,n/a**,3.07,5.17,n/a**,5.21
6/30/2020,MI,22.64,50.58,18.6,29.35,59.59,24.97,1517.00,1799.00,1422.00,24.25,37.55,23.12,13.73,28.92,11.13,4.13,10.73,3.52,3.78,12.49,2.94,1.31,3.12,1.21,4.09,9.19,3.33,7.11,7.28,6.81
6/30/2020,MN,12.61,29.45,11.57,14.68,33.93,13.47,1739.00,1636.00,1764.00,21.3,29.38,20.89,8.02,18.91,7.31,2.92,5.97,2.78,2.03,5.44,1.85,1.24,2.15,1.21,2.06,3.55,1.95,5.58,8.08,5.25
6/30/2020,MO,25.35,53.54,21.96,32.48,62.57,28.8,1977.00,2202.00,1932.00,25.07,35.43,24.15,12.95,22.56,11.65,4.35,9.94,3.88,4.47,10.62,3.85,1.73,4.9,1.56,6.16,12.33,5.39,9.8,12.26,9.09
6/30/2020,MS,33.66,46.53,27.69,38.98,51.5,32.84,1792.00,1837.00,1763.00,31.81,36.58,30.42,16.64,21.51,13.76,7.68,11.55,6.43,7.3,10.64,5.53,3.38,5.05,2.67,7.47,9.31,6.54,14.28,15.85,12.98
6/30/2020,MT,18.02,47.99,16.81,22.31,53.7,21.11,1742.00,1936.00,1763.00,24.28,37.22,23.99,11.52,29.82,10.9,3.04,8.03,3,2.92,16.67,2.46,1.11,n/a*,1.03,2.54,4.86,2.39,5.42,n/a*,4.53
6/30/2020,NC,26.36,37.08,22.26,35.26,47.45,30.62,1674.00,1723.00,1633.00,27.06,32.18,25.27,12.24,15.5,10.14,5.45,8.69,4.65,4.5,6.87,3.66,1.91,3.07,1.62,5.3,7.1,4.51,5.43,5.68,5.68
6/30/2020,ND,15.11,37.95,14.36,17.28,41.91,16.46,2211.00,1813.00,2254.00,24.33,38.02,24.11,8.46,n/a*,8.44,3.18,7.69,3.1,2.08,9.8,1.89,1.4,n/a*,1.42,4.53,5.28,4.45,10.71,n/a*,10.82
6/30/2020,NE,16.56,34.87,14.46,19.72,40.48,17.32,2020.00,1993.00,2130.00,23,29.56,22.38,7.76,17.5,7.18,3.36,8.49,3.12,2.33,5.17,2.02,1.08,2.08,1.07,3.39,5.81,3.14,6.47,2.41,6.96
6/30/2020,NH,14.98,n/a**,14.97,19.7,n/a**,19.65,1717.00,n/a**,1717.00,23.1,n/a**,23.12,8.47,n/a**,8.41,3.82,n/a**,3.79,2.34,n/a**,2.31,1.77,n/a**,1.76,2.23,n/a**,2.22,4.72,n/a**,4.78
6/30/2020,NJ,19.58,31.54,13.29,25.18,37.79,18.57,1348.00,1238.00,1458.00,23.64,28.76,21.49,9.95,14.62,7.33,4.58,7.33,3.47,3.05,5.49,2.07,2.4,3.31,2.15,2.29,3.19,1.73,8.81,9.18,8.26
6/30/2020,NM,27.26,32.43,16.64,35.25,40.96,23.03,1774.00,1752.00,1798.00,27.31,29.63,21.48,15.78,18.2,12.14,5.05,5.79,3.74,5.93,7.72,2.92,2.19,2.61,0.69,8.17,10.11,4.11,10,10.54,12
6/30/2020,NV,28.4,39.68,19.49,35.65,47.47,26.01,2157.00,2012.00,2142.00,28.5,32.94,25.1,16.34,21.66,12.33,6.18,9.23,4.14,4.9,7.72,2.95,1.39,2.4,0.94,10.4,13.73,7.04,17.76,19.75,15.57
6/30/2020,NY,18.64,26.44,14.45,22.47,30.02,18.57,1775.00,1748.00,1839.00,24.14,29.68,21.84,10.37,14.49,8.18,5.05,8.1,3.63,3.1,5.55,2.24,2.23,3.72,1.88,1.61,2.24,1.35,4.25,4.67,3.45
6/30/2020,OH,24.72,49.48,21.24,31.98,57.4,28.38,1528.00,1546.00,1521.00,24.71,35.5,23.69,13,22.56,11.29,4.53,9.3,4.04,3.67,9.33,3.05,1.7,3.68,1.57,7.57,12.8,6.86,8.07,10.83,7.3
6/30/2020,OK,30.31,49.74,26.96,37.11,57.23,33.79,2160.00,1969.00,2158.00,28.43,33.22,27.63,17.02,32.73,14.64,5.38,9.59,5.03,5.4,9.39,4.95,2.1,2.03,2.03,5.44,6.66,5.04,14.03,15.53,13.13
6/30/2020,OR,16.42,n/a*,15.74,19.51,n/a*,18.78,1578.00,n/a*,1597.00,23.45,n/a*,23.23,12.13,n/a*,11.63,3.39,n/a*,3.33,1.86,n/a*,1.77,1.01,n/a*,1.02,3.38,n/a*,3.3,8.2,n/a*,8.13
6/30/2020,PA,20.7,45.81,17.15,26.86,54.11,23.03,1811.00,1737.00,1836.00,23.92,35.55,22.78,11.86,24.17,9.82,4.42,10.89,3.81,2.95,7.94,2.43,2.2,5.76,1.96,3.71,6.37,3.33,4.44,6.21,3.82
6/30/2020,RI,20.26,35.09,16.83,24.35,39.52,20.77,1705.00,1527.00,1805.00,24.74,31.62,23.48,10.7,16.79,9.43,4.36,8.59,3.66,2.74,5.4,2.36,2.14,2.2,2.09,2.38,3.36,2.15,8.72,11.7,6.83
6/30/2020,SC,30.99,44.61,25.95,41.35,56.59,35.65,2169.00,2156.00,2196.00,28.5,34.35,26.69,14.83,19.66,12.7,5.61,9.49,4.82,6.96,11.88,5.2,2.29,4.36,1.9,6.93,9.27,5.99,6.37,8.7,5.64
6/30/2020,SD,14.85,44.66,13.58,16.86,49.24,15.4,2212.00,2192.00,2261.00,24.19,32.6,23.99,7.69,17.24,7.52,3.71,9.26,3.62,2.48,12.95,2.16,1.25,n/a*,1.25,3.52,4.79,3.5,10.45,n/a*,10.05
6/30/2020,TN,28.18,51.07,25,35.04,58.08,31.95,1910.00,1996.00,1897.00,26.95,37.94,25.7,14.29,21.68,12.92,4.86,9.98,4.32,5.28,11.74,4.59,1.93,4.08,1.76,5.66,10.67,4.91,13.75,20.39,11.94
6/30/2020,TX,30.36,38.18,22.34,40.89,49.27,32.26,2153.00,2138.00,2160.00,28.99,32.32,26.05,13.33,15.59,11.02,5.59,7.18,4.29,6.4,8.77,4.1,2.13,2.96,1.56,5.97,7.35,4.43,7.61,7.37,7.67
6/30/2020,UT,17.67,35.66,16.34,21.57,41.26,20.27,1960.00,1759.00,1984.00,24.71,31.44,24.24,9.74,18.81,9.04,3.59,6.36,3.41,2.58,6.19,2.43,1.15,2.94,1.12,4.39,7.09,4.13,10,12.68,9.72
6/30/2020,VA,22.5,34.06,19.32,27.86,40.82,24.45,1778.00,1872.00,1684.00,25.62,31.31,24.09,10.45,14.62,8.55,4.24,6.63,3.62,3.17,4.58,2.82,1.63,2.27,1.58,4.39,5.81,4.05,6.3,7.26,5.57
6/30/2020,VT,14.54,n/a*,14.48,18.76,n/a*,18.7,1708.00,n/a*,1715.00,22.69,n/a*,22.72,7.45,n/a*,7.53,3.55,n/a*,3.53,2.19,n/a*,2.12,1.73,n/a*,1.76,0.66,n/a*,0.68,14.71,n/a*,14.71
6/30/2020,WA,14.97,20.51,13.69,18.04,23.78,16.63,1846.00,1737.00,1795.00,23.47,25.99,23.22,9.6,12.33,9.04,3.28,5.3,2.99,2.23,2.85,2.03,0.93,1.36,0.86,5.75,7.71,5.16,8.81,10.36,8.22
6/30/2020,WI,17.03,48.21,14.25,21.02,53.65,18.12,1768.00,1647.00,1805.00,21.84,33.93,21.22,9.71,21.86,8.3,2.9,7.88,2.63,2.75,8.71,2.36,1.21,3.79,1.12,4.39,11.52,3.78,8.13,8.46,8.05
6/30/2020,WV,29.72,n/a*,29.61,40.32,n/a*,40.22,1593.00,n/a*,1581.00,27.05,n/a*,26.97,15.19,n/a*,15.08,5.35,n/a*,5.3,4.02,n/a*,3.98,2.51,n/a*,2.51,4.4,n/a*,4.39,3.28,n/a*,3.27
6/30/2020,WY,21.31,72.55,20.88,26.49,82.35,26.08,2533.00,n/a*,2543.00,25.56,n/a*,25.59,9.55,n/a*,9.74,3.91,n/a*,3.82,2.71,n/a*,2.64,1.3,n/a*,1.25,4.35,5.88,4.27,13.44,n/a*,13.5
8/31/2020,AK,23.09,33.86,17.95,27.02,31.62,22.13,2173.00,1353.00,2187.00,31.34,39.96,29.77,13.68,19.74,12.01,3.63,6.19,2.71,2.32,1.69,1.58,1.65,5.1,1.13,4.35,8.43,2.75,32.74,20.31,33.33
8/31/2020,AL,31.14,48.74,26.61,37.47,56.51,32.54,1972.00,1991.00,1974.00,29.66,37.33,28.22,13.82,20.92,11.55,5.33,8.75,4.73,6.4,11.82,5.26,2.44,3.88,2.11,8.65,13.81,7.26,17.29,22.79,15.51
8/31/2020,AR,30.85,48.63,28.29,37.7,57.54,34.91,1646.00,1737.00,1636.00,29.13,36.47,28.29,14.34,21.9,12.81,5.96,10.98,5.57,4.51,8.97,3.92,2.19,2.41,2.06,3.23,4.34,3.03,5.89,4.61,5.25
8/31/2020,AZ,23.68,37.32,16.71,31.22,46.03,23.57,2069.00,2020.00,2059.00,25.94,32.01,23.27,13.44,18.47,10.76,4.39,7.1,3.47,3.53,6.33,2.2,1.23,2.32,0.88,5.13,7.84,3.77,8.56,8.33,8.29
8/31/2020,CA,18.77,22.72,12.7,23.77,28.17,17.08,1897.00,1910.00,1703.00,23.54,25.31,21.02,10.79,12.56,8.11,4.17,5.16,3,3.03,3.94,1.62,1.14,1.39,0.86,4.7,5.79,2.78,14.94,14.89,13.82
8/31/2020,CO,18.47,32.45,15.05,23.76,39.54,19.74,1699.00,1421.00,1759.00,24.71,30.56,23.37,10.33,15.15,8.83,3.57,5.92,3.1,2.37,4.42,1.91,1.07,2.32,0.88,4.38,7.85,3.48,12.93,17.2,10.73
8/31/2020,CT,19.27,37.73,13.03,25.13,44.57,18.3,1539.00,1405.00,1593.00,24.7,33.48,22.47,9.23,16.29,6.92,4.21,8.44,3.19,2.16,4.75,1.44,2.18,3.91,1.87,1.51,2.85,1.05,8.55,7.01,7.65
8/31/2020,DC,23.48,34.46,5.89,27.09,38.61,7.86,1492.00,1555.00,962.00,24.23,30.81,16.35,12.31,16.08,5.02,4.35,6.74,1.88,5.79,7.49,1.55,1.2,2.05,0.88,2.65,3.87,0.4,4.88,6.19,n/a*
8/31/2020,DE,23.92,40.63,19.04,31.12,50.35,25.42,1850.00,1874.00,1735.00,25.51,33.8,23.21,10.83,17.5,8.71,4.56,6.65,3.91,3.94,7.29,3.12,2.1,3.73,1.72,6.14,10.21,4.73,9,9.91,8.32
8/31/2020,FL,24.86,31.4,20.28,33.12,39.54,28.41,2209.00,2283.00,2151.00,27.81,32.26,24.93,13.04,14.62,11.62,5.67,7.93,4.33,3.45,4.82,2.63,1.94,2.49,1.61,4.92,5.83,4.18,7.01,7.41,6.55
8/31/2020,GA,29.86,39.35,24.08,36.91,47.39,30.73,1999.00,2101.00,1915.00,30.61,35.92,28.11,13.65,16.93,10.97,5.99,9.19,4.57,5.12,7.02,4.07,2.27,3.27,1.82,6.05,8.22,4.7,6.23,6.89,5.73
8/31/2020,HI,15.85,15.9,19.35,19.16,19.12,22.58,1896.00,1810.00,n/a*,24.46,24.52,27.78,10.76,10.4,n/a*,4.06,4.04,2.78,3.34,3.41,0,1.65,1.6,n/a*,4.14,4.26,2.42,12.2,12.59,n/a*
8/31/2020,IA,17.58,46.26,16.88,21.94,44.9,21.17,1667.00,1037.00,1698.00,22.75,27.75,22.51,10.27,n/a*,10.03,3.33,11.54,3.23,2.18,n/a*,2.08,1.52,n/a*,1.46,2.75,2.72,2.66,6.28,n/a*,6.31
8/31/2020,ID,17.67,31.34,17.2,21.78,43.28,21.24,2265.00,n/a*,2309.00,24.78,n/a*,24.64,10.25,n/a*,10.01,3.47,n/a*,3.38,2.46,n/a*,2.41,1.06,n/a*,1.03,6.41,8.96,6.29,10.99,n/a*,10.57
8/31/2020,IL,21.45,37.85,16.3,27.77,45.14,22.31,1586.00,1588.00,1626.00,24.64,32.36,22.73,10.57,17.59,8.34,4.08,7.53,3.23,3.32,6.38,2.54,1.95,3.16,1.77,4.27,7.35,3.31,9.29,10.88,8.49
8/31/2020,IN,25.16,45.95,22.51,31.33,53.2,28.54,1889.00,1855.00,1891.00,26.59,36.15,25.79,13.76,22.81,12.36,4.35,8.1,4.01,3.47,7.82,3.02,2.02,4.11,1.9,5.61,9.21,5.18,6.79,8.06,6.2
8/31/2020,KS,21.98,39.45,18.87,27.4,46.65,24.07,1735.00,1503.00,1779.00,24.64,31.84,23.66,12.25,23.42,10.89,3.64,7.02,3.28,2.28,4.17,2,1.52,1.88,1.44,4.09,5.95,3.69,7.84,14.46,7.25
8/31/2020,KY,27.48,60.5,25.95,35.19,68.46,33.67,1320.00,1071.00,1327.00,26.34,38.82,25.84,14.58,23.53,14.23,4.9,13.8,4.66,4.09,6.86,3.88,2,7.21,1.94,5.22,7.97,4.97,5.56,3.13,5.5
8/31/2020,LA,32.63,45.09,27.32,41.54,55.45,35.77,1923.00,1912.00,1955.00,29.91,34.58,28.4,14.47,17.86,12.27,5.54,7.74,4.92,5.87,8.95,4.59,2.82,3.92,2.45,6.68,9.57,5.45,17.55,20.82,14.69
8/31/2020,MA,15.02,30.12,12,18.76,34.97,15.68,1597.00,1458.00,1661.00,21.83,30.22,20.7,7.61,13.38,6.4,3.7,6.92,3.12,2.19,4.93,1.8,1.49,2.82,1.4,1.57,3.83,1.18,9.88,7.62,11.67
8/31/2020,MD,22.6,31.11,16.81,27.75,37.35,21.32,1611.00,1722.00,1490.00,27.07,33.02,24.07,10.9,13.68,8.34,4.78,6.87,3.56,3.54,4.94,2.57,2.01,3.1,1.52,3.61,5.04,2.68,7.31,7.83,6.71
8/31/2020,ME,19.51,n/a**,19.5,27.93,n/a**,27.89,1747.00,n/a**,1759.00,25.03,n/a**,25.04,8.98,n/a**,8.93,3.71,n/a**,3.71,1.9,n/a**,1.92,1.83,n/a**,1.83,3.09,n/a**,3.1,4.79,n/a**,4.69
8/31/2020,MI,21.92,48.89,18.02,28.82,58.63,24.5,1515.00,1769.00,1430.00,24.4,36.75,23.32,13.16,27.87,10.65,3.61,8.83,3.14,3.39,11.33,2.61,1.26,2.39,1.19,4.1,9.29,3.33,6.6,7.43,6.2
8/31/2020,MN,12.22,28.53,11.19,14.4,34,13.18,1777.00,1689.00,1791.00,21.74,30.48,21.31,7.73,18.41,7.05,2.79,6.34,2.63,1.8,4.87,1.62,1.14,1.25,1.1,2.09,3.48,1.98,6.77,6.12,6.61
8/31/2020,MO,24.86,51.82,21.64,31.94,61.1,28.42,2046.00,2357.00,1975.00,25.55,35.81,24.63,12.24,21.65,10.99,4.27,9.16,3.86,4.08,9.76,3.48,1.64,4,1.5,6.29,12.81,5.49,10.04,10.84,9.52
8/31/2020,MS,33.05,45.9,27.02,39.15,52.1,32.82,1810.00,1828.00,1799.00,31.82,36.39,30.53,15.9,20.96,12.9,7.19,10.72,6.12,6.49,9.18,5.06,3.64,5.51,3.03,7.56,9.39,6.64,13.9,15.52,12.39
8/31/2020,MT,17.71,50.11,16.49,21.95,53.09,20.78,1789.00,2107.00,1807.00,24.53,40.38,24.2,11.18,30.36,10.56,3.12,6.2,3.12,2.53,15.38,2.13,1.24,n/a*,1.19,2.53,4.9,2.38,4.49,n/a*,4.01
8/31/2020,NC,25.71,36.1,21.66,34.36,46.29,29.69,1612.00,1662.00,1556.00,27.38,32.57,25.59,11.83,15.11,9.81,5.1,7.65,4.45,3.82,6.03,3.04,2.03,2.9,1.8,5.36,7.28,4.53,5.29,5.65,5.07
8/31/2020,ND,15.19,36.74,14.46,17.43,41.85,16.62,1976.00,1689.00,1999.00,24.93,35.82,24.69,8.26,n/a*,8.25,3.19,10.1,3.07,1.97,7.14,1.81,1.3,n/a*,1.32,4.53,5.75,4.44,11.66,n/a*,11.45
8/31/2020,NE,16.41,33.94,14.33,19.5,39.82,17.14,2095.00,1989.00,2242.00,23.74,29.8,23.16,7.27,16.92,6.76,3.4,7.22,3.21,1.99,4.92,1.7,1.12,2.99,1.06,3.43,5.74,3.19,7.65,6.1,8.08
8/31/2020,NH,14.68,n/a**,14.64,19.54,n/a**,19.49,1692.00,n/a**,1690.00,23.49,n/a**,23.5,8.5,n/a**,8.42,3.56,n/a**,3.54,2.18,n/a**,2.15,1.63,n/a**,1.64,2.29,n/a**,2.29,4.01,n/a**,4.05
8/31/2020,NJ,19.04,30.83,12.94,24.93,37.46,18.4,1363.00,1270.00,1458.00,23.76,28.86,21.66,9.52,14.14,7.06,4.13,6.42,3.19,2.55,4.88,1.63,2.09,2.92,1.82,2.33,3.24,1.78,8.9,9,8.23
8/31/2020,NM,26.62,31.74,15.98,34.82,40.6,22.85,1724.00,1662.00,1853.00,27.51,29.63,22.7,14.85,16.98,11.16,4.66,5.54,3.4,5.57,7.09,2.7,2.38,3.33,0.88,8.32,10.31,4.12,10.09,10.21,11.18
8/31/2020,NV,27.7,38.8,18.96,35.44,47.24,25.86,2204.00,2050.00,2252.00,28.39,32.54,25.16,15.84,20.85,12.26,5.65,8.25,3.78,4.1,6.5,2.38,1.34,2.4,1.06,9.25,12.33,6.11,18.49,20.54,16.16
8/31/2020,NY,18.15,25.7,14.08,22.23,29.66,18.34,1783.00,1768.00,1843.00,24.16,29.44,21.99,10,13.88,7.9,4.5,7.05,3.31,2.73,4.83,1.99,2.18,3.29,1.94,1.63,2.28,1.36,3.64,3.91,2.95
8/31/2020,OH,24.42,49.24,20.9,31.81,57.34,28.2,1509.00,1502.00,1512.00,25.18,36.5,24.12,12.45,21.86,10.8,4.22,8.41,3.77,3.37,7.96,2.84,1.74,3.42,1.63,7.59,12.76,6.89,8.19,10.48,7.5
8/31/2020,OK,30.35,49.46,27.04,37.22,56.71,33.97,2183.00,2090.00,2153.00,28.96,34.27,28.21,16.1,31.47,13.88,5.08,7.85,4.8,4.62,7.59,4.18,2.36,2.56,2.24,5.52,6.73,5.1,14.2,15.04,13.54
8/31/2020,OR,16.02,n/a*,15.34,19.16,n/a*,18.47,1555.00,n/a*,1564.00,23.78,n/a*,23.56,11.61,n/a*,11.11,3.14,n/a*,3.09,1.68,n/a*,1.57,0.96,n/a*,0.9,3.4,n/a*,3.32,8.35,n/a*,8.29
8/31/2020,PA,20.11,44.29,16.72,26.57,53.5,22.8,1825.00,1791.00,1831.00,23.92,34.52,22.86,11.41,22.92,9.48,4,9.39,3.52,2.53,6.24,2.13,2.08,4.83,1.88,3.78,6.64,3.36,4.15,4.82,3.78
8/31/2020,RI,19.6,32.91,16.46,23.9,37.68,20.59,1820.00,1646.00,1892.00,25.01,31.62,23.76,10.47,16.04,9.31,4.05,7.4,3.47,2.17,4.21,1.83,2.08,2.42,2,2.43,3.49,2.17,8.27,12.24,5.73
8/31/2020,SC,30.24,43.86,25.33,40.56,56.01,34.91,2158.00,2059.00,2200.00,28.66,34.47,26.94,14.27,18.91,12.17,5.21,8.13,4.47,6.39,10.67,4.83,2.32,4.94,1.89,7.06,9.4,6.08,6.16,7.79,5.29
8/31/2020,SD,14.7,44.37,13.44,16.63,49.45,15.15,2200.00,2205.00,2220.00,24.42,34.31,24.22,7.74,19.64,7.52,3.44,5.77,3.35,2.33,13.57,1.98,1.58,n/a*,1.56,3.6,4.86,3.57,10.83,n/a*,10.27
8/31/2020,TN,27.78,50.88,24.59,34.89,58.61,31.68,1954.00,2130.00,1922.00,27.27,37.48,26.08,13.66,20.65,12.35,4.67,9.33,4.18,4.84,11.23,4.15,2.02,4.29,1.86,5.75,10.66,4.97,13.29,18.93,11.73
8/31/2020,TX,29.98,37.72,22.09,40.78,49.2,32.13,2200.00,2193.00,2190.00,29.19,32.35,26.42,12.73,14.91,10.45,5.33,6.8,4.14,5.83,7.98,3.75,2.15,2.98,1.58,6.06,7.49,4.49,7.35,7.19,7.3
8/31/2020,UT,17.61,36.43,16.27,21.62,41.56,20.25,1977.00,1725.00,2011.00,25.32,33.38,24.83,9.65,20,9.09,3.33,8.27,3.1,2.43,9.57,2.24,1.05,2.27,1.05,4.27,6.12,4.02,10.17,19.35,9.92
8/31/2020,VA,22.04,33.47,18.94,27.51,40.43,24.11,1790.00,1929.00,1680.00,25.91,31.55,24.39,9.98,14.26,8.03,4,6.15,3.48,2.92,4.12,2.6,1.65,2.1,1.63,4.45,5.93,4.11,7.55,8.65,6.74
8/31/2020,VT,14.26,n/a*,14.21,18.57,n/a*,18.5,1748.00,n/a*,1750.00,22.67,n/a*,22.68,7.48,n/a*,7.55,3.33,n/a*,3.34,2.04,n/a*,1.99,1.75,n/a*,1.79,0.65,n/a*,0.66,13.43,n/a*,13.43
8/31/2020,WA,14.62,19.84,13.34,17.71,23.73,16.23,1853.00,1725.00,1822.00,23.76,26.14,23.55,9.25,12.02,8.63,3.15,5,2.89,1.96,2.61,1.84,0.93,1.21,0.86,5.8,7.75,5.19,8.39,9.6,7.87
8/31/2020,WI,16.72,47.75,13.97,20.68,53.04,17.81,1782.00,1595.00,1823.00,22.24,34.11,21.63,9.44,20.5,8.14,2.86,7.22,2.63,2.58,8.17,2.2,1.18,2.99,1.11,4.43,11.8,3.79,8.06,7.56,8.14
