date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi
2/28/2020,12019,27.69,n/a**,27.67,35.33,n/a**,35.35,2142.00,n/a**,2115,35.93,n/a**,35.96,19.2,n/a**,19.16,7.83,n/a**,7.88,4.3,n/a**,4.33,3.32,n/a**,3.24,5.72,n/a**,5.78,7.85,n/a**,7.85
2/28/2020,12021,18.43,35.09,14.92,23.67,43.11,19.62,1891.00,1731.00,1929,24.97,35.89,23.42,13.26,20.9,11.44,4.74,7.86,4.35,2.2,4.39,1.89,1.96,4.29,1.8,2.55,4.67,2.08,12.03,n/a*,12.5
2/28/2020,12023,40.58,n/a**,41.07,50.36,n/a**,51.12,2166.00,n/a**,2168,35.19,n/a**,35.12,29.49,n/a**,30.26,9.3,n/a**,9.6,6.58,n/a**,6.67,3.51,n/a**,3.67,8.82,n/a**,8.93,6.85,n/a**,6.94
2/28/2020,12027,36.11,n/a*,11.48,45.3,n/a*,13.11,1994.00,n/a*,n/a*,36.23,n/a*,n/a*,n/a*,n/a*,n/a*,10.46,n/a*,n/a*,4.1,n/a*,n/a*,4.4,n/a*,n/a*,4.16,n/a*,0,n/a*,n/a*,n/a*
2/28/2020,12029,39.08,n/a**,39.08,44.96,n/a**,44.96,1743.00,n/a**,1743,41.43,n/a**,41.43,n/a*,n/a**,n/a*,9.32,n/a**,9.32,6.1,n/a**,6.1,n/a*,n/a**,n/a*,4.2,n/a**,4.2,n/a*,n/a**,n/a*
2/28/2020,12031,34.45,51.15,24.06,41.98,58.85,31.26,2173.00,2227.00,2029,36.65,48.52,31.32,21.96,27.11,17.65,8.1,14.46,5.2,5.17,8.95,3.32,4.29,8.08,2.65,6.45,8.99,4.71,10.58,12.83,9.03
2/28/2020,12033,32.01,39.9,29.42,39.23,47.15,36.54,2120.00,1900.00,2159,33.49,28.04,33.19,19.68,n/a*,19.81,7.62,6.1,7.23,4.67,n/a*,4.09,3.17,n/a*,3.13,7.6,8.29,7.04,11.39,n/a*,10.51
2/28/2020,12035,22.17,n/a**,22.23,27.4,n/a**,27.62,2109.00,n/a**,2109,26.61,n/a**,26.48,19.65,n/a**,19.28,6.34,n/a**,6.38,3.95,n/a**,3.97,3.94,n/a**,3.99,4.26,n/a**,4.29,7.23,n/a**,7.32
2/28/2020,12037,28.3,n/a**,29.05,41.51,n/a**,41.22,1167.00,n/a**,1170,30.54,n/a**,30.83,n/a*,n/a**,n/a*,5.95,n/a**,6.49,3.64,n/a**,3.77,n/a*,n/a**,n/a*,3.14,n/a**,2.7,n/a*,n/a**,n/a*
2/28/2020,12039,41.04,46.58,n/a**,49.37,55.53,n/a**,3576.00,4147.00,n/a**,40.59,44.55,n/a**,25,28,n/a**,14.18,20.25,n/a**,8.11,8.33,n/a**,4.27,1.64,n/a**,8.96,10,n/a**,14.04,n/a*,n/a**
2/28/2020,12041,34.12,n/a**,34.12,41.89,n/a**,41.89,2114.00,n/a**,2114,36.41,n/a**,36.41,n/a*,n/a**,n/a*,11.33,n/a**,11.33,6.62,n/a**,6.62,9.84,n/a**,9.84,5.74,n/a**,5.74,n/a*,n/a**,n/a*
2/28/2020,12043,38.24,n/a**,n/a*,49.02,n/a**,n/a*,1872.00,n/a**,n/a*,42.19,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.9,n/a**,n/a*,n/a*,n/a**,n/a*
2/28/2020,12045,30.1,n/a**,30.73,41.26,n/a**,40.63,2017.00,n/a**,2281,34.99,n/a**,34.16,n/a*,n/a**,n/a*,8.11,n/a**,8.82,5,n/a**,5.48,n/a*,n/a**,n/a*,6.8,n/a**,6.77,n/a*,n/a**,n/a*
2/28/2020,12047,29.19,n/a**,23.85,41.63,n/a**,37.61,2954.00,n/a**,n/a*,32.89,n/a**,31.45,n/a*,n/a**,n/a*,7.69,n/a**,7.55,2.11,n/a**,2,n/a*,n/a**,n/a*,9.57,n/a**,8.26,n/a*,n/a**,n/a*
2/28/2020,12049,34.45,36,n/a**,41.46,40,n/a**,1770.00,n/a*,n/a**,32.5,n/a*,n/a**,n/a*,n/a*,n/a**,13.55,n/a*,n/a**,3.16,n/a*,n/a**,4.48,n/a*,n/a**,3.36,0,n/a**,n/a*,n/a*,n/a**
2/28/2020,12051,40.5,45.76,n/a**,51.09,58.64,n/a**,1763.00,2191.00,n/a**,37.48,38.96,n/a**,25.86,n/a*,n/a**,9.25,9.02,n/a**,5.75,6.48,n/a**,8.99,n/a*,n/a**,5.55,5.08,n/a**,n/a*,n/a*,n/a**
2/28/2020,12053,25.9,n/a**,25.69,33.67,n/a**,33.53,2527.00,n/a**,2524,30.81,n/a**,30.76,19.75,n/a**,18.93,7.45,n/a**,7.45,4.31,n/a**,4.28,3.32,n/a**,3.33,4.22,n/a**,4.24,3.76,n/a**,3.79
2/28/2020,12055,25.72,n/a**,24.61,30.69,n/a**,28.92,2114.00,n/a**,2065,28.3,n/a**,26.93,25.6,n/a**,22.34,8.29,n/a**,7.55,3.09,n/a**,2.52,3.96,n/a**,4.51,3.5,n/a**,3.17,10.53,n/a**,n/a*
2/28/2020,12057,30.25,42.03,19.2,36.58,49.02,24.57,2339.00,2327.00,2106,33.89,39.04,29.41,19.09,24.42,12.03,7.6,10.89,4.9,4.35,6.53,2.68,3.64,4.4,2.28,5.46,6.91,3.57,8.55,8.57,8.7
2/28/2020,12059,35.91,n/a**,35.91,37.84,n/a**,37.84,2234.00,n/a**,2234,40.28,n/a**,40.28,n/a*,n/a**,n/a*,11.38,n/a**,11.38,5.05,n/a**,5.05,n/a*,n/a**,n/a*,5.79,n/a**,5.79,n/a*,n/a**,n/a*
2/28/2020,12061,20.73,31.31,20.21,26.72,36.36,26.17,2155.00,n/a*,2294,24.92,32.55,24.64,20.08,n/a*,20.4,5.35,9.43,5.16,3.32,n/a*,3.42,2.64,n/a*,2.62,3.12,3.03,3.06,8.05,n/a*,8.75
2/28/2020,12063,30.66,n/a*,27.47,38.83,n/a*,36.27,1707.00,n/a*,1283,35.45,n/a*,34.73,19.4,n/a*,n/a*,7.58,n/a*,7.47,4.33,n/a*,2.86,5.41,n/a*,5.95,8.03,n/a*,8.37,5.45,n/a*,n/a*
2/28/2020,12065,28.62,n/a**,32.08,34.63,n/a**,33.96,2729.00,n/a**,n/a*,35.07,n/a**,n/a*,n/a*,n/a**,n/a*,10.34,n/a**,n/a*,4.27,n/a**,n/a*,n/a*,n/a**,n/a*,4.24,n/a**,5.66,n/a*,n/a**,n/a*
2/28/2020,12067,38.89,n/a**,38.89,48.61,n/a**,48.61,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.56,n/a**,5.56,n/a*,n/a**,n/a*
2/28/2020,12069,24.14,43.12,23.22,31.41,54.13,30.11,2219.00,1330.00,2191,29.58,46.8,28.61,16.82,n/a*,17.07,6.31,11.76,6.12,4.35,n/a*,4.23,2.72,n/a*,2.6,4.48,3.67,4.28,7.86,n/a*,6.25
2/28/2020,12071,24.08,42.84,18.87,31,52.53,25.18,1774.00,1712.00,1862,27.91,42.41,25.05,17.21,20.87,15.44,6.39,12.65,5.18,3.92,6.29,3.18,2.45,3.41,2.09,3.84,6.46,3.31,6.69,5.43,5.8
2/28/2020,12073,28.27,43.77,14.47,32.16,52.49,17.61,2156.00,2461.00,1923,31.84,41.64,25.03,19.14,23.08,11.16,6.72,9.39,3.11,4.78,11.35,1.82,3.5,6.67,1.57,4.88,7.47,3.01,11.11,n/a*,n/a*
2/28/2020,12075,32.23,n/a**,32.44,39.6,n/a**,39.58,2482.00,n/a**,2656,38.9,n/a**,38.86,22.62,n/a**,21.95,10.19,n/a**,10.14,5.38,n/a**,5.15,9.68,n/a**,9.76,4.62,n/a**,4.76,n/a*,n/a**,n/a*
2/28/2020,12077,38.69,n/a**,39.23,39.42,n/a**,40,2416.00,n/a**,2416,37.34,n/a**,37.84,n/a*,n/a**,n/a*,7.35,n/a**,7.35,10.61,n/a**,9.38,n/a*,n/a**,n/a*,6.57,n/a**,6.15,n/a*,n/a**,n/a*
2/28/2020,12079,34.25,n/a**,30.77,42.92,n/a**,36.92,1722.00,n/a**,n/a*,33.59,n/a**,n/a*,n/a*,n/a**,n/a*,6.32,n/a**,n/a*,5.62,n/a**,n/a*,n/a*,n/a**,n/a*,5.48,n/a**,3.08,n/a*,n/a**,n/a*
2/28/2020,12081,22.35,n/a*,20.9,28.23,n/a*,26.67,2241.00,n/a*,2229,26.8,n/a*,26.1,18.21,n/a*,16.82,5.39,n/a*,5.32,4.11,n/a*,4.27,3.04,n/a*,2.87,3.33,n/a*,3.11,9.26,n/a*,10.56
2/28/2020,12083,28.01,48.6,25.75,35.77,59.35,33.08,2279.00,2264.00,2209,29.32,35.93,27.8,21.33,n/a*,20.11,7.13,11.54,6.76,4.47,6.15,3.8,3.41,n/a*,3.31,5.39,9.81,4.72,7.21,n/a*,6.81
2/28/2020,12085,18.18,39.6,17.04,24.48,39.6,23.56,2019.00,n/a*,2018,24.28,34.54,23.94,16.02,n/a*,15.67,3.85,n/a*,3.71,2.16,n/a*,1.8,2.11,n/a*,2.19,2.22,0.99,2.31,8.93,n/a*,9.09
2/28/2020,12086,27.32,28.55,n/a*,30.61,32.06,n/a*,2239.00,2298.00,n/a*,35.51,36.36,n/a*,17.87,18.02,n/a*,9.14,9.44,n/a*,5.39,5.52,n/a*,4.37,4.48,n/a*,3.86,4.11,n/a*,10.7,10.36,n/a*
2/28/2020,12087,22.65,n/a**,19.42,29.92,n/a**,25.57,1629.00,n/a**,1833,28.57,n/a**,24.99,25.76,n/a**,27.59,5.94,n/a**,5.07,4.52,n/a**,3.95,2.58,n/a**,2.19,2.33,n/a**,1.78,n/a*,n/a**,n/a*
2/28/2020,12089,25.13,n/a**,25.12,31.92,n/a**,31.91,1983.00,n/a**,1943,31.23,n/a**,31.25,20.5,n/a**,19.8,5.3,n/a**,5.38,3.92,n/a**,3.97,1.37,n/a**,1.39,3.7,n/a**,3.77,9.09,n/a**,9.09
2/28/2020,12091,23.89,n/a*,23.83,28.92,n/a*,28.88,2015.00,n/a*,2028,30.55,n/a*,30.42,15.63,n/a*,15.99,5.24,n/a*,5.09,3.28,n/a*,3.26,2.48,n/a*,2.52,4.97,n/a*,4.96,6.29,n/a*,6.51
2/28/2020,12093,32.59,n/a**,27.51,41.53,n/a**,36.51,1704.00,n/a**,1872,34.01,n/a**,30.73,n/a*,n/a**,n/a*,7.55,n/a**,6.88,5.75,n/a**,4.9,4.35,n/a**,6.49,2.4,n/a**,2.65,n/a*,n/a**,n/a*
2/28/2020,12095,30.48,38.53,19.08,36.61,46.32,23.94,2046.00,2026.00,1668,35.11,40.14,27.82,19.03,23.4,13.28,8.05,10.19,4.98,5,6.85,2.02,3.81,4.2,1.5,5.5,7.04,2.24,9.47,10.07,12.12
2/28/2020,12097,32.68,35.3,23.73,39.54,42.65,26.45,2278.00,2237.00,2338,38.63,40.2,33.48,22.34,24.78,15.43,10.17,11.57,6.14,4.97,5.61,3.42,4.97,5.08,3.39,6.73,7.46,4.48,8.13,7.32,15.69
2/28/2020,12099,22.92,36.59,13.43,30.04,44.59,19.59,1949.00,1975.00,1761,28.34,36.76,23.59,16.93,21.76,11.57,6.25,10.03,4.28,3.62,5.82,2.17,3.3,5.4,2.4,3.31,5.37,1.71,9.42,9.95,7.35
2/28/2020,12101,26.33,n/a**,26.28,33.73,n/a**,33.99,2520.00,n/a**,2473,32.11,n/a**,31.83,17.33,n/a**,17.67,6.97,n/a**,6.97,4.2,n/a**,4.21,2.46,n/a**,2.5,5.15,n/a**,5.12,9.87,n/a**,9.86
2/28/2020,12103,24.27,44.86,21.71,31.55,52.39,28.88,2290.00,2596.00,2215,28.31,34.94,27.61,19,27.92,17.89,5.85,9.77,5.36,3.19,6.17,2.79,2.51,6.64,2.3,3.79,7.53,3.4,8.92,10.42,9.29
2/28/2020,12105,32.49,41.11,29.26,40.48,49.89,37.24,2687.00,2779.00,2709,35.17,38.73,33.26,20.64,23.01,19.26,8.88,10.03,8.12,5.15,7.6,4.01,4.58,6.14,3.79,6.32,8.41,5.87,8.15,9.62,6.63
2/28/2020,12107,39.68,n/a**,39.25,47.71,n/a**,47.66,1889.00,n/a**,1984,35.4,n/a**,35.11,24.41,n/a**,23.01,8.51,n/a**,8.33,8.4,n/a**,9.09,5.88,n/a**,5.82,6.6,n/a**,6.12,12.5,n/a**,13.89
2/28/2020,12109,16.56,n/a**,16.49,22.29,n/a**,22.19,1791.00,n/a**,1837,27.51,n/a**,27.45,14.45,n/a**,14.4,4.04,n/a**,4.07,2.13,n/a**,2.14,2.47,n/a**,2.48,3.82,n/a**,3.79,8.86,n/a**,9.03
2/28/2020,12111,27.89,51.31,22.84,36.57,58.05,30.61,2345.00,2322.00,2420,31.08,42.81,27.63,17.29,34.25,15.9,7.44,14.35,6,4.91,10.83,4.16,3.44,n/a*,2.69,5.23,8.24,3.92,8.51,n/a*,11.61
2/28/2020,12113,24.2,n/a**,24.37,30.89,n/a**,30.91,2083.00,n/a**,2115,32.32,n/a**,32.25,12.69,n/a**,12.69,6.23,n/a**,6.27,3.47,n/a**,3.48,2.88,n/a**,2.88,4.99,n/a**,5.03,9.72,n/a**,9.72
2/28/2020,12115,18.19,n/a**,16.65,24.23,n/a**,22.6,2384.00,n/a**,2331,24.62,n/a**,24.19,16.35,n/a**,15.26,4.65,n/a**,4.32,2.6,n/a**,2.16,2.15,n/a**,2.01,2.69,n/a**,2.5,6.4,n/a**,6.25
2/28/2020,12117,24.17,n/a**,18.05,30.67,n/a**,24.08,2360.00,n/a**,2163,31.77,n/a**,28.6,16.26,n/a**,13.23,6.62,n/a**,5.16,3.74,n/a**,2.97,2.84,n/a**,2.49,4.15,n/a**,3.35,8.31,n/a**,8.97
2/28/2020,12119,11.67,n/a*,13.91,15.62,n/a*,18.81,1937.00,n/a*,1818,16.5,n/a*,17.73,10.83,n/a*,9.41,2.3,n/a*,2.89,2.7,n/a*,3.14,0.72,n/a*,0.86,1.23,n/a*,1.5,n/a*,n/a*,n/a*
2/28/2020,12121,32.17,n/a**,31.61,42.21,n/a**,41.97,1921.00,n/a**,1767,33.27,n/a**,33.89,30.3,n/a**,25.45,6.18,n/a**,5.91,4.76,n/a**,4.44,3.79,n/a**,3.33,6.09,n/a**,6.51,5.56,n/a**,n/a*
2/28/2020,12123,41.89,n/a**,41.89,49.66,n/a**,49.66,2055.00,n/a**,2055,38.78,n/a**,38.78,n/a*,n/a**,n/a*,6.77,n/a**,6.77,5.08,n/a**,5.08,n/a*,n/a**,n/a*,6.42,n/a**,6.42,n/a*,n/a**,n/a*
2/28/2020,12125,40.49,n/a*,41.96,42.33,n/a*,44.76,2429.00,n/a*,2368,42.56,n/a*,43.47,n/a*,n/a*,n/a*,10.34,n/a*,11.84,11.11,n/a*,11.11,n/a*,n/a*,n/a*,7.98,n/a*,9.09,n/a*,n/a*,n/a*
2/28/2020,12127,27.42,50.68,23.23,35.59,58.64,30.34,2181.00,1815.00,2168,30.11,39.07,27.91,21.16,29.7,18.82,6.61,11.91,5.66,4.25,5.06,3.79,3.33,9.26,2.45,4.33,4.92,3.45,9.42,n/a*,9.83
2/28/2020,12129,24.41,n/a**,24.19,33.86,n/a**,33.87,2231.00,n/a**,2231,33.6,n/a**,33.6,17.14,n/a**,16.67,9.76,n/a**,9.69,2.59,n/a**,2.62,4.58,n/a**,4.58,3.94,n/a**,4.03,n/a*,n/a**,n/a*
2/28/2020,12131,23.95,n/a**,23.77,30.07,n/a**,30,1531.00,n/a**,1531,29.14,n/a**,29.13,16.04,n/a**,16.04,5.18,n/a**,5.19,2.81,n/a**,2.6,2.71,n/a**,2.71,4.28,n/a**,4.3,n/a*,n/a**,n/a*
2/28/2020,12133,30.29,n/a**,30.42,38.24,n/a**,37.95,1938.00,n/a**,1938,36.18,n/a**,36.09,n/a*,n/a**,n/a*,4.6,n/a**,4.65,3.36,n/a**,3.4,5.56,n/a**,5.56,8.24,n/a**,7.83,n/a*,n/a**,n/a*
2/28/2020,13001,33.11,n/a**,34.91,40.54,n/a**,41.45,1429.00,n/a**,1540,35.14,n/a**,35.63,n/a*,n/a**,n/a*,8.94,n/a**,9.65,7.14,n/a**,7.63,n/a*,n/a**,n/a*,4.05,n/a**,4,n/a*,n/a**,n/a*
2/28/2020,13003,45.28,n/a**,n/a**,52.83,n/a**,n/a**,2096.00,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,3.77,n/a**,n/a**,n/a*,n/a**,n/a**
2/28/2020,13005,31.01,n/a**,33.56,38.61,n/a**,40.41,2176.00,n/a**,1747,38.15,n/a**,41.23,n/a*,n/a**,n/a*,9.72,n/a**,10.61,10.53,n/a**,11.11,n/a*,n/a**,n/a*,4.43,n/a**,4.11,n/a*,n/a**,n/a*
2/28/2020,13007,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**
2/28/2020,13009,36.11,n/a*,n/a*,43.1,n/a*,n/a*,1578.00,n/a*,n/a*,32.13,n/a*,n/a*,23.4,n/a*,n/a*,10.25,n/a*,n/a*,9.63,n/a*,n/a*,1.14,n/a*,n/a*,6.24,n/a*,n/a*,n/a*,n/a*,n/a*
2/28/2020,13011,33.33,n/a**,33.33,39.86,n/a**,39.86,2477.00,n/a**,2477,33.79,n/a**,33.79,n/a*,n/a**,n/a*,9.35,n/a**,9.35,5.5,n/a**,5.5,1.49,n/a**,1.49,3.99,n/a**,3.99,n/a*,n/a**,n/a*
2/28/2020,13013,30.79,n/a**,30.79,37.42,n/a**,37.42,2068.00,n/a**,2068,36.79,n/a**,36.79,11.93,n/a**,11.93,8.8,n/a**,8.8,5.59,n/a**,5.59,3.76,n/a**,3.76,5.64,n/a**,5.64,5.41,n/a**,5.41
2/28/2020,13015,34.57,n/a**,34.39,41.56,n/a**,41.48,1923.00,n/a**,1925,34.99,n/a**,34.83,17.67,n/a**,17.67,7.22,n/a**,7.24,3.83,n/a**,3.84,4.04,n/a**,4.06,6.06,n/a**,6.09,8.16,n/a**,8.16
2/28/2020,13017,44.09,n/a**,41.18,53.35,n/a**,54.9,2363.00,n/a**,n/a*,38.98,n/a**,n/a*,n/a*,n/a**,n/a*,16.81,n/a**,n/a*,9.09,n/a**,n/a*,n/a*,n/a**,n/a*,5.11,n/a**,1.96,n/a*,n/a**,n/a*
2/28/2020,13019,45.36,n/a**,45.36,49.14,n/a**,49.14,2308.00,n/a**,2308,41.17,n/a**,41.17,n/a*,n/a**,n/a*,9.85,n/a**,9.85,7.26,n/a**,7.26,n/a*,n/a**,n/a*,3.78,n/a**,3.78,n/a*,n/a**,n/a*
2/28/2020,13021,43.39,56.43,22.99,49.18,60.93,30.75,1953.00,2032.00,1546,38.41,43.65,33.15,23.09,27.41,14.71,10.73,16.53,3.98,10.46,12.33,4.52,7.59,12.66,5.56,7.35,7.99,4.81,9.24,10,n/a*
2/28/2020,13023,35.56,n/a**,35.56,37.78,n/a**,37.78,2144.00,n/a**,2144,36.03,n/a**,36.03,n/a*,n/a**,n/a*,11.11,n/a**,11.11,4.55,n/a**,4.55,n/a*,n/a**,n/a*,3.33,n/a**,3.33,n/a*,n/a**,n/a*
2/28/2020,13025,33.33,n/a**,33.33,38.89,n/a**,38.89,n/a*,n/a**,n/a*,37.28,n/a**,37.28,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.63,n/a**,4.63,n/a*,n/a**,n/a*
2/28/2020,13027,48.5,n/a*,n/a*,54.51,n/a*,n/a*,1790.00,n/a*,n/a*,40.17,n/a*,n/a*,n/a*,n/a*,n/a*,10.71,n/a*,n/a*,14.29,n/a*,n/a*,n/a*,n/a*,n/a*,4.72,n/a*,n/a*,n/a*,n/a*,n/a*
2/28/2020,13029,23.26,n/a**,23.26,27.5,n/a**,27.5,2043.00,n/a**,2043,35.65,n/a**,35.65,18.69,n/a**,18.69,3.54,n/a**,3.54,3.14,n/a**,3.14,1.05,n/a**,1.05,5.26,n/a**,5.26,n/a*,n/a**,n/a*
2/28/2020,13031,33.96,n/a**,26.53,40.55,n/a**,35.58,2131.00,n/a**,1687,34.4,n/a**,31.51,23.11,n/a**,22.95,8,n/a**,5.91,7.62,n/a**,7.31,4.85,n/a**,7.63,5.74,n/a**,6.53,3.28,n/a**,n/a*
2/28/2020,13033,40.58,41.32,n/a*,50.79,52.43,n/a*,1968.00,2373.00,n/a*,35.91,37.36,n/a*,25.45,n/a*,n/a*,7.45,8.26,n/a*,15.24,15.08,n/a*,4.76,5.88,n/a*,7.33,6.94,n/a*,n/a*,n/a*,n/a*
2/28/2020,13035,39.3,n/a**,37.64,41.06,n/a**,38.38,2759.00,n/a**,2012,40.1,n/a**,40.98,n/a*,n/a**,n/a*,12.92,n/a**,12.77,10.14,n/a**,7.69,7.41,n/a**,7.35,3.23,n/a**,1.85,n/a*,n/a**,n/a*
2/28/2020,13037,45.07,41.38,n/a**,42.25,39.66,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,2.82,3.45,n/a**,n/a*,n/a*,n/a**
2/28/2020,13039,31.53,n/a**,31.57,35.74,n/a**,35.66,1802.00,n/a**,1852,38.68,n/a**,38.63,12.34,n/a**,12.34,8.11,n/a**,8.13,6.65,n/a**,6.67,4.25,n/a**,4.25,4.57,n/a**,4.58,n/a*,n/a**,n/a*
2/28/2020,13043,37.16,n/a**,37.16,41.22,n/a**,41.22,2605.00,n/a**,2605,37.59,n/a**,37.59,n/a*,n/a**,n/a*,4.84,n/a**,4.84,8.96,n/a**,8.96,n/a*,n/a**,n/a*,6.08,n/a**,6.08,n/a*,n/a**,n/a*
2/28/2020,13045,35.79,n/a*,35.61,42.19,n/a*,42.04,1909.00,n/a*,1883,36.48,n/a*,36.04,14.71,n/a*,15.15,9.82,n/a*,9.65,7.34,n/a*,7.29,5.63,n/a*,5.64,7.43,n/a*,7.43,5.88,n/a*,5.97
2/28/2020,13047,29.57,n/a**,29.63,37.17,n/a**,37.14,2244.00,n/a**,2251,31.29,n/a**,31.28,14.93,n/a**,14.93,5.2,n/a**,5.22,3.43,n/a**,3.43,3.9,n/a**,3.9,3.18,n/a**,3.19,n/a*,n/a**,n/a*
2/28/2020,13049,42.35,n/a**,n/a*,50,n/a**,n/a*,1712.00,n/a**,n/a*,41.18,n/a**,n/a*,n/a*,n/a**,n/a*,7.25,n/a**,n/a*,6.78,n/a**,n/a*,n/a*,n/a**,n/a*,7.06,n/a**,n/a*,n/a*,n/a**,n/a*
2/28/2020,13051,35.32,54.12,13.44,39.58,59.78,17.63,1912.00,1930.00,1558,35.75,45.02,25.5,23.26,28.85,13.83,9.53,16.67,5.58,6.76,11.76,0.81,4.41,10.75,2.07,7.22,9.18,2.46,6.48,7.35,n/a*
2/28/2020,13053,35.36,n/a**,n/a**,35.91,n/a**,n/a**,2777.00,n/a**,n/a**,46.49,n/a**,n/a**,n/a*,n/a**,n/a**,6.93,n/a**,n/a**,8.16,n/a**,n/a**,n/a*,n/a**,n/a**,2.76,n/a**,n/a**,n/a*,n/a**,n/a**
2/28/2020,13055,39.26,n/a**,39.36,48.64,n/a**,48.51,1294.00,n/a**,1300,31.82,n/a**,31.97,n/a*,n/a**,n/a*,12.74,n/a**,12.74,6.58,n/a**,6.58,3.28,n/a**,3.33,3.46,n/a**,3.47,n/a*,n/a**,n/a*
2/28/2020,13057,19.4,n/a**,19.3,23.8,n/a**,23.73,1979.00,n/a**,1983,29.49,n/a**,29.48,12.81,n/a**,12.81,4.37,n/a**,4.34,2.64,n/a**,2.65,2.27,n/a**,2.27,3.9,n/a**,3.87,8.16,n/a**,8.28
2/28/2020,13059,29.34,n/a**,25.95,32.35,n/a**,28.63,1425.00,n/a**,1802,31.26,n/a**,29.05,17.7,n/a**,16.79,6.81,n/a**,6.14,8.18,n/a**,6.9,3.27,n/a**,1.87,4.25,n/a**,3.79,6.94,n/a**,n/a*
2/28/2020,13061,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*
2/28/2020,13063,49.45,49.84,n/a*,54.15,54.64,n/a*,2041.00,2050.00,n/a*,47.62,47.8,n/a*,26.36,26.44,n/a*,17.24,17.56,n/a*,12.03,12.16,n/a*,7.26,7.21,n/a*,9.29,9.3,n/a*,8.92,9.09,n/a*
2/28/2020,13065,31.52,n/a*,32.58,43.48,n/a*,44.94,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1.09,n/a*,1.12,n/a*,n/a*,n/a*
2/28/2020,13067,25.44,38.27,17.56,30.19,43.79,21.65,1974.00,1955.00,1758,32.43,42.04,27.76,16.54,20.73,11.75,6.99,11.66,4.31,4.79,6.72,3.37,2.67,3.49,2.41,4.58,5.68,3.19,6.18,6.67,4.52
2/28/2020,13069,41.06,n/a**,39.48,44.6,n/a**,42.07,1627.00,n/a**,1712,35.26,n/a**,36.93,20.69,n/a**,n/a*,8.48,n/a**,7.96,5.05,n/a**,5.66,1.89,n/a**,n/a*,4.6,n/a**,4.43,n/a*,n/a**,n/a*
2/28/2020,13071,38.52,n/a**,32.73,45.92,n/a**,39.55,2003.00,n/a**,2169,34.71,n/a**,31.44,16.05,n/a**,n/a*,10.94,n/a**,5.1,7.51,n/a**,10.75,4.55,n/a**,n/a*,5.39,n/a**,6.82,n/a*,n/a**,n/a*
2/28/2020,13073,24.05,n/a**,21.06,29.82,n/a**,27.39,2507.00,n/a**,2472,32.8,n/a**,29.71,15.97,n/a**,15.58,6.57,n/a**,5.08,4.33,n/a**,3.76,1.65,n/a**,2.2,5.14,n/a**,4.36,8.77,n/a**,7.25
2/28/2020,13075,44.67,n/a**,42.37,52.46,n/a**,48.02,2366.00,n/a**,3026,36.88,n/a**,34.74,n/a*,n/a**,n/a*,8.42,n/a**,8.22,6.25,n/a**,5.8,n/a*,n/a**,n/a*,2.87,n/a**,2.82,n/a*,n/a**,n/a*
