date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi
6/30/2020,13167,35.23,n/a**,n/a**,46.59,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,4.55,n/a**,n/a**,n/a*,n/a**,n/a**
6/30/2020,13169,25.12,27.34,23.85,35.71,36.69,34.62,2101.00,2101.00,2090,31.56,36.47,29.45,15.71,n/a*,n/a*,4.68,5.06,4.64,3.7,6.15,2.46,3.92,n/a*,4.62,4.68,6.47,3.85,n/a*,n/a*,n/a*
6/30/2020,13171,33.6,n/a**,31.46,38.74,n/a**,35.96,1395.00,n/a**,n/a*,35.28,n/a**,42.23,n/a*,n/a**,n/a*,5.43,n/a**,7.84,5.94,n/a**,n/a*,1.75,n/a**,n/a*,3.56,n/a**,3.37,n/a*,n/a**,n/a*
6/30/2020,13173,39.36,n/a**,39.36,46.81,n/a**,46.81,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.32,n/a**,5.32,n/a*,n/a**,n/a*
6/30/2020,13175,38.14,n/a**,40.75,46.21,n/a**,47.96,1656.00,n/a**,1714,31.85,n/a**,34.78,16.98,n/a**,n/a*,5.2,n/a**,5.6,9.8,n/a**,10.42,2.72,n/a**,1.89,7.33,n/a**,7.21,3.33,n/a**,n/a*
6/30/2020,13177,25.84,n/a*,26.54,31.24,n/a*,30.29,1428.00,n/a*,1619,34.45,n/a*,35.26,14.74,n/a*,12,4.23,n/a*,4.17,3.86,n/a*,3.39,1.3,n/a*,0.8,6.29,n/a*,6.7,n/a*,n/a*,n/a*
6/30/2020,13179,36.83,37.61,n/a*,44.86,45.77,n/a*,2106.00,2085.00,n/a*,40.73,40.82,n/a*,22.63,23.39,n/a*,6.98,7.91,n/a*,8.26,7.29,n/a*,1.55,0.7,n/a*,9.16,8.76,n/a*,4.49,5.17,n/a*
6/30/2020,13181,31.25,n/a**,31.25,40.63,n/a**,40.63,1607.00,n/a**,1607,30.93,n/a**,30.93,n/a*,n/a**,n/a*,3.08,n/a**,3.08,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.69,n/a**,4.69,n/a*,n/a**,n/a*
6/30/2020,13183,29.52,n/a**,29.52,37.95,n/a**,37.95,3852.00,n/a**,3852,40.78,n/a**,40.78,n/a*,n/a**,n/a*,7.06,n/a**,7.06,8.64,n/a**,8.64,n/a*,n/a**,n/a*,10.84,n/a**,10.84,n/a*,n/a**,n/a*
6/30/2020,13185,37.59,51.33,27.33,44.62,59.29,34.8,2363.00,2482.00,2450,32.04,34.55,31.62,20.88,30.11,18.18,6.51,6.21,5.9,6.56,10.91,4.21,1.94,n/a*,1.83,6.04,7.96,4.67,6.67,n/a*,n/a*
6/30/2020,13187,24.57,n/a**,24.69,31.76,n/a**,31.92,1979.00,n/a**,1979,29.53,n/a**,29.65,10.53,n/a**,10.53,5.45,n/a**,5.45,2.98,n/a**,2.98,0.99,n/a**,0.99,2.23,n/a**,2.24,n/a*,n/a**,n/a*
6/30/2020,13189,41.49,n/a**,39.76,53.43,n/a**,51.81,1713.00,n/a**,n/a*,31.61,n/a**,n/a*,10.91,n/a**,n/a*,6.67,n/a**,n/a*,7.03,n/a**,n/a*,5.88,n/a**,n/a*,7.76,n/a**,7.23,n/a*,n/a**,n/a*
6/30/2020,13191,35.12,n/a**,35.22,41.67,n/a**,41.51,1803.00,n/a**,1803,29.8,n/a**,28.96,n/a*,n/a**,n/a*,9.52,n/a**,8.64,5.97,n/a**,6.45,n/a*,n/a**,n/a*,6.55,n/a**,6.29,n/a*,n/a**,n/a*
6/30/2020,13193,43.81,42.04,n/a**,51.03,47.77,n/a**,1956.00,1585.00,n/a**,40.1,39.08,n/a**,n/a*,n/a*,n/a**,8.57,4.84,n/a**,9.88,7.94,n/a**,n/a*,n/a*,n/a**,3.09,3.82,n/a**,n/a*,n/a*,n/a**
6/30/2020,13195,26.3,n/a**,26.34,30.84,n/a**,31,1307.00,n/a**,1290,30.2,n/a**,30.08,7.69,n/a**,7.84,7.56,n/a**,7.36,5.71,n/a**,5.81,2.02,n/a**,2.04,4.99,n/a**,5.13,n/a*,n/a**,n/a*
6/30/2020,13197,35.96,n/a**,38.89,43.86,n/a**,38.89,1472.00,n/a**,n/a*,33.11,n/a**,n/a*,n/a*,n/a**,n/a*,5.17,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,9.65,n/a**,12.96,n/a*,n/a**,n/a*
6/30/2020,13199,37.36,n/a**,39.33,49.72,n/a**,50.67,1500.00,n/a**,1007,32.48,n/a**,33.31,n/a*,n/a**,n/a*,7.55,n/a**,5.48,8.5,n/a**,9.23,6.15,n/a**,n/a*,9.55,n/a**,8,n/a*,n/a**,n/a*
6/30/2020,13201,30,n/a**,30,38.89,n/a**,38.89,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,7.78,n/a**,7.78,n/a*,n/a**,n/a*
6/30/2020,13205,48.74,n/a*,n/a*,53.14,n/a*,n/a*,1664.00,n/a*,n/a*,41.31,n/a*,n/a*,23.33,n/a*,n/a*,6.35,n/a*,n/a*,11.43,n/a*,n/a*,n/a*,n/a*,n/a*,5.97,n/a*,n/a*,n/a*,n/a*,n/a*
6/30/2020,13207,29.21,n/a**,30.11,35.51,n/a**,37.02,1856.00,n/a**,1825,30.45,n/a**,32.51,10.77,n/a**,10.71,6.5,n/a**,6.7,4.81,n/a**,4.85,2.4,n/a**,2.86,4.67,n/a**,4.7,n/a*,n/a**,n/a*
6/30/2020,13209,37.17,n/a**,35.59,40.71,n/a**,35.59,n/a*,n/a**,n/a*,38.31,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,7.08,n/a**,5.08,n/a*,n/a**,n/a*
6/30/2020,13211,26.51,n/a*,26.69,34.04,n/a*,34.36,2028.00,n/a*,2030,31.69,n/a*,31.24,n/a*,n/a*,n/a*,6.91,n/a*,6.49,7.46,n/a*,7.52,6.1,n/a*,5,3.92,n/a*,3.99,n/a*,n/a*,n/a*
6/30/2020,13213,33.54,n/a**,33.12,42,n/a**,42.08,2009.00,n/a**,2059,31.3,n/a**,30.79,16.92,n/a**,17.19,5.12,n/a**,5.36,4.3,n/a**,4.08,3.45,n/a**,2.65,6.62,n/a**,6.56,n/a*,n/a**,n/a*
6/30/2020,13215,38.98,48.18,28.18,47.99,57.62,37.14,2268.00,2235.00,2308,34.45,37.72,31.67,21.41,26.04,15.07,8.09,10.7,5.79,9.19,13.04,5.13,2.99,3.95,1.73,8.42,11.07,5.59,7.48,7.65,6.85
6/30/2020,13217,37.6,39.8,25.69,46.38,48.54,35.97,2062.00,2517.00,1638,37.7,41.41,30.1,15.9,13.62,n/a*,9.58,10.53,6.96,7.79,7.92,1.79,3.56,3.51,1.18,7.35,9.19,3.95,10.16,9.76,n/a*
6/30/2020,13219,11.74,n/a**,11.61,14.37,n/a**,14.05,947.00,n/a**,922,20.08,n/a**,20.17,4.11,n/a**,4.11,1.99,n/a**,2,0.62,n/a**,0.62,0.55,n/a**,0.55,1.62,n/a**,1.63,n/a*,n/a**,n/a*
6/30/2020,13221,30.94,n/a**,31.11,33.7,n/a**,33.89,1803.00,n/a**,1803,40.75,n/a**,40.72,n/a*,n/a**,n/a*,7.55,n/a**,7.62,6.67,n/a**,6.67,n/a*,n/a**,n/a*,7.73,n/a**,7.78,n/a*,n/a**,n/a*
6/30/2020,13223,27.66,n/a**,27.88,36.69,n/a**,36.82,2203.00,n/a**,2167,33.55,n/a**,32.64,11.92,n/a**,11.88,7.04,n/a**,7.48,5.54,n/a**,5.56,2.99,n/a**,3.18,6.9,n/a**,6.88,5.45,n/a**,4.96
6/30/2020,13225,39.67,46.3,32.86,45.31,49.07,41.43,2095.00,1702.00,2680,35.32,38.69,32.98,19.54,23.53,n/a*,5.85,8.75,4,7.14,3.7,9.9,0.94,n/a*,0,8.22,6.94,9.52,n/a*,n/a*,n/a*
6/30/2020,13227,25.55,n/a**,25.55,30.18,n/a**,30.18,2371.00,n/a**,2371,31.66,n/a**,31.66,n/a*,n/a**,n/a*,5.26,n/a**,5.26,2.6,n/a**,2.6,2,n/a**,2,4.83,n/a**,4.83,n/a*,n/a**,n/a*
6/30/2020,13229,28.99,n/a**,28.99,34.53,n/a**,34.53,2132.00,n/a**,2132,28.45,n/a**,28.45,n/a*,n/a**,n/a*,10.2,n/a**,10.2,6.19,n/a**,6.19,1.82,n/a**,1.82,5.21,n/a**,5.21,n/a*,n/a**,n/a*
6/30/2020,13231,22.04,n/a**,22.04,29.8,n/a**,29.8,1292.00,n/a**,1292,28.56,n/a**,28.56,n/a*,n/a**,n/a*,3.38,n/a**,3.38,0,n/a**,0,1.23,n/a**,1.23,3.27,n/a**,3.27,n/a*,n/a**,n/a*
6/30/2020,13233,36.6,n/a**,36.66,47,n/a**,47.07,1404.00,n/a**,1404,30.63,n/a**,30.63,19.18,n/a**,19.18,6.71,n/a**,6.71,7.06,n/a**,7.06,3.38,n/a**,3.38,6,n/a**,6.01,n/a*,n/a**,n/a*
6/30/2020,13235,36.43,n/a**,n/a**,41.09,n/a**,n/a**,1890.00,n/a**,n/a**,35.02,n/a**,n/a**,n/a*,n/a**,n/a**,6.9,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,4.65,n/a**,n/a**,n/a*,n/a**,n/a**
6/30/2020,13237,33.91,n/a**,34.41,40.23,n/a**,40.88,1764.00,n/a**,1720,28.45,n/a**,28.41,21.15,n/a**,20,8,n/a**,8.28,6.67,n/a**,6.72,3.23,n/a**,3.28,5.46,n/a**,5.59,n/a*,n/a**,n/a*
6/30/2020,13239,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**
6/30/2020,13241,20,n/a**,20,25.93,n/a**,25.93,1918.00,n/a**,1918,26.33,n/a**,26.33,n/a*,n/a**,n/a*,3.97,n/a**,3.97,0,n/a**,0,0,n/a**,0,1.85,n/a**,1.85,n/a*,n/a**,n/a*
6/30/2020,13243,40.74,n/a*,n/a*,46.91,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,7.41,n/a*,n/a*,n/a*,n/a*,n/a*
6/30/2020,13245,46.21,50.91,36.23,55.42,61.09,45.89,2332.00,2409.00,2386,35.35,35.65,35.65,17.45,21,n/a*,9.08,11.21,6.6,8.66,9.64,4.05,3.53,3.18,n/a*,9.11,10.18,8.7,5.86,5.17,n/a*
6/30/2020,13247,37.56,37.68,n/a*,42.72,42.86,n/a*,2381.00,2381.00,n/a*,37.28,37.35,n/a*,12.32,12.32,n/a*,9.61,9.67,n/a*,6.07,6.11,n/a*,4.12,4.15,n/a*,8.01,8.05,n/a*,2.61,2.61,n/a*
6/30/2020,13249,26.09,n/a**,26.09,33.33,n/a**,33.33,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.8,n/a**,5.8,n/a*,n/a**,n/a*
6/30/2020,13251,30.53,n/a**,n/a*,44.27,n/a**,n/a*,1670.00,n/a**,n/a*,36.6,n/a**,n/a*,n/a*,n/a**,n/a*,4.84,n/a**,n/a*,8.26,n/a**,n/a*,n/a*,n/a**,n/a*,7.25,n/a**,n/a*,n/a*,n/a**,n/a*
6/30/2020,13253,40.14,n/a**,40.28,40.82,n/a**,40.97,1211.00,n/a**,1260,32.87,n/a**,32.87,n/a*,n/a**,n/a*,11.11,n/a**,11.11,10.34,n/a**,10.34,n/a*,n/a**,n/a*,5.44,n/a**,5.56,n/a*,n/a**,n/a*
6/30/2020,13255,42.14,n/a*,35.9,48.16,n/a*,41.19,1740.00,n/a*,1669,34.2,n/a*,31.64,18.82,n/a*,17.86,8.47,n/a*,8.51,9.6,n/a*,6.25,3.27,n/a*,3.09,9.07,n/a*,7.93,4.95,n/a*,n/a*
6/30/2020,13257,31.48,n/a**,31.48,37.77,n/a**,37.77,2078.00,n/a**,2078,31.81,n/a**,31.81,11.11,n/a**,11.11,7.66,n/a**,7.66,8.52,n/a**,8.52,1.37,n/a**,1.37,5.08,n/a**,5.08,n/a*,n/a**,n/a*
6/30/2020,13259,44.74,44.74,n/a**,60.53,60.53,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,6.58,6.58,n/a**,n/a*,n/a*,n/a**
6/30/2020,13261,41.57,44.2,n/a*,48.22,54.35,n/a*,1756.00,1552.00,n/a*,32.82,35.33,n/a*,24.36,n/a*,n/a*,7.5,n/a*,n/a*,8.22,n/a*,n/a*,6.25,n/a*,n/a*,6.41,7.25,n/a*,n/a*,n/a*,n/a*
6/30/2020,13263,45.07,n/a*,n/a*,60.56,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,5.63,n/a*,n/a*,n/a*,n/a*,n/a*
6/30/2020,13265,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
6/30/2020,13267,33.87,n/a**,26.19,40.89,n/a**,32.14,2037.00,n/a**,n/a*,31.25,n/a**,30.04,n/a*,n/a**,n/a*,7.03,n/a**,n/a*,3.88,n/a**,n/a*,n/a*,n/a**,n/a*,6.71,n/a**,7.14,n/a*,n/a**,n/a*
6/30/2020,13269,38.96,n/a**,n/a*,45.45,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,3.9,n/a**,n/a*,n/a*,n/a**,n/a*
6/30/2020,13271,39.17,37.5,n/a*,47.5,48.61,n/a*,1791.00,n/a*,n/a*,30.67,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,9.62,n/a*,n/a*,n/a*,n/a*,n/a*,6.67,4.17,n/a*,n/a*,n/a*,n/a*
6/30/2020,13273,39.51,41.89,n/a**,48.15,48.65,n/a**,1751.00,1354.00,n/a**,28.67,29.96,n/a**,n/a*,n/a*,n/a**,5.08,5.88,n/a**,6.78,7.27,n/a**,n/a*,n/a*,n/a**,6.79,6.76,n/a**,n/a*,n/a*,n/a**
6/30/2020,13275,34.32,n/a**,28.72,42.13,n/a**,34.6,2210.00,n/a**,2459,29.4,n/a**,27.84,12.28,n/a**,n/a*,6.87,n/a**,6.47,8.74,n/a**,9.17,1.44,n/a**,0,6.19,n/a**,5.88,n/a*,n/a**,n/a*
6/30/2020,13277,32.07,n/a**,21.2,39.97,n/a**,32.07,1892.00,n/a**,1426,31.39,n/a**,26.35,16.09,n/a**,n/a*,5.7,n/a**,5,7.63,n/a**,7.32,2.59,n/a**,n/a*,6.74,n/a**,7.07,n/a*,n/a**,n/a*
6/30/2020,13279,34.87,n/a**,33.17,41.34,n/a**,39.11,1925.00,n/a**,1644,32.95,n/a**,35.99,26.92,n/a**,n/a*,6.59,n/a**,6.98,5.63,n/a**,3.7,n/a*,n/a**,n/a*,8.31,n/a**,4.46,n/a*,n/a**,n/a*
6/30/2020,13281,20.93,n/a**,20.93,25.12,n/a**,25.12,1181.00,n/a**,1181,28.85,n/a**,28.85,n/a*,n/a**,n/a*,5.88,n/a**,5.88,5.06,n/a**,5.06,n/a*,n/a**,n/a*,6.05,n/a**,6.05,n/a*,n/a**,n/a*
6/30/2020,13283,39,n/a**,39,42,n/a**,42,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5,n/a**,5,n/a*,n/a**,n/a*
6/30/2020,13285,39.98,n/a**,37.73,48.16,n/a**,46.58,1793.00,n/a**,1890,29.81,n/a**,30.27,13.19,n/a**,7.22,7.13,n/a**,7.61,9.24,n/a**,11.06,3.23,n/a**,3.97,8.27,n/a**,7.51,8.89,n/a**,n/a*
6/30/2020,13287,45.38,n/a**,n/a*,52.31,n/a**,n/a*,3176.00,n/a**,n/a*,29.33,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,7.69,n/a**,n/a*,n/a*,n/a**,n/a*
6/30/2020,13289,31.54,n/a*,26.79,36.92,n/a*,30.36,n/a*,n/a*,n/a*,34.29,n/a*,n/a*,n/a*,n/a*,n/a*,5.56,n/a*,n/a*,8.77,n/a*,n/a*,n/a*,n/a*,n/a*,6.15,n/a*,8.93,n/a*,n/a*,n/a*
6/30/2020,13291,12.9,n/a**,12.32,15.63,n/a**,15.69,1473.00,n/a**,1488,22.3,n/a**,21.62,n/a*,n/a**,n/a*,4.94,n/a**,5.68,1.41,n/a**,1.6,0,n/a**,0,3.47,n/a**,3.08,n/a*,n/a**,n/a*
6/30/2020,13293,38.41,n/a**,39.04,47.64,n/a**,48.25,2387.00,n/a**,2387,29.06,n/a**,29.29,21.21,n/a**,21.54,3.76,n/a**,3.83,8.18,n/a**,8.39,2.53,n/a**,2.63,5.15,n/a**,5.26,n/a*,n/a**,n/a*
6/30/2020,13295,35.4,n/a**,35.4,44.82,n/a**,44.82,2088.00,n/a**,2088,29.2,n/a**,29.2,20.16,n/a**,20.16,7.52,n/a**,7.52,4.53,n/a**,4.53,2.97,n/a**,2.97,3.3,n/a**,3.3,n/a*,n/a**,n/a*
6/30/2020,13297,29.5,n/a*,32.55,36.13,n/a*,37.35,2060.00,n/a*,2417,32.92,n/a*,34.11,12.17,n/a*,13.7,4.98,n/a*,5.22,4.84,n/a*,4.52,2.85,n/a*,3.14,5.81,n/a*,5.74,4.35,n/a*,n/a*
6/30/2020,13299,40.39,n/a**,38.2,45.6,n/a**,42.86,1931.00,n/a**,1802,31.99,n/a**,33.38,25.45,n/a**,n/a*,11.11,n/a**,11.76,8.12,n/a**,6.35,2.5,n/a**,n/a*,7,n/a**,7.14,n/a*,n/a**,n/a*
6/30/2020,13301,53.76,50,n/a**,63.44,62.16,n/a**,2089.00,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,5.38,5.41,n/a**,n/a*,n/a*,n/a**
6/30/2020,13303,43.17,47.31,n/a*,53.42,58.06,n/a*,2066.00,1638.00,n/a*,29.77,n/a*,n/a*,20,n/a*,n/a*,10.26,n/a*,n/a*,9.38,n/a*,n/a*,n/a*,n/a*,n/a*,5.9,7.53,n/a*,n/a*,n/a*,n/a*
6/30/2020,13305,37.71,n/a**,37.61,41.88,n/a**,41.81,2278.00,n/a**,2278,32.28,n/a**,32.53,18.46,n/a**,17.46,6.8,n/a**,6.86,2.15,n/a**,2.15,0,n/a**,0,9.58,n/a**,9.66,n/a*,n/a**,n/a*
6/30/2020,13307,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*
6/30/2020,13309,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**
6/30/2020,13311,25.3,n/a**,25.3,33.25,n/a**,33.25,2310.00,n/a**,2310,28.11,n/a**,28.11,n/a*,n/a**,n/a*,3.04,n/a**,3.04,5.23,n/a**,5.23,1.08,n/a**,1.08,3.13,n/a**,3.13,n/a*,n/a**,n/a*
6/30/2020,13313,32.91,n/a**,27.14,38.38,n/a**,32.74,1743.00,n/a**,1757,29.31,n/a**,31.19,18.13,n/a**,n/a*,7.31,n/a**,5.49,5.66,n/a**,5.11,2.87,n/a**,4.17,4.71,n/a**,3.24,5.41,n/a**,n/a*
6/30/2020,13315,36,n/a**,n/a*,53.33,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.67,n/a**,n/a*,n/a*,n/a**,n/a*
6/30/2020,13317,37.75,n/a*,n/a*,43.71,n/a*,n/a*,1324.00,n/a*,n/a*,31.59,n/a*,n/a*,n/a*,n/a*,n/a*,5.26,n/a*,n/a*,8.77,n/a*,n/a*,n/a*,n/a*,n/a*,4.64,n/a*,n/a*,n/a*,n/a*,n/a*
6/30/2020,13319,42,n/a**,39.51,50,n/a**,46.91,2441.00,n/a**,n/a*,36.01,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,8.77,n/a**,n/a*,n/a*,n/a**,n/a*,4.67,n/a**,3.7,n/a*,n/a**,n/a*
6/30/2020,13321,35.83,n/a*,34.69,45.79,n/a*,44.9,1214.00,n/a*,n/a*,31.81,n/a*,31.58,n/a*,n/a*,n/a*,5.67,n/a*,n/a*,6.67,n/a*,n/a*,1.96,n/a*,n/a*,4.98,n/a*,3.06,n/a*,n/a*,n/a*
6/30/2020,15001,18.09,18.32,n/a*,21.12,20.46,n/a*,1984.00,1660.00,n/a*,27.51,27.78,n/a*,10.34,11.87,n/a*,5.19,5.75,n/a*,4.36,4.54,n/a*,1.99,1.98,n/a*,4.74,4.65,n/a*,12.5,14.94,n/a*
6/30/2020,15003,14.84,15.1,14.67,17.81,18.05,22.67,1941.00,1944.00,n/a*,23.78,23.96,27.77,10.43,10.41,n/a*,4.07,4.19,n/a*,3.67,3.79,n/a*,1.76,1.72,n/a*,4,4.14,1.33,11.99,11.95,n/a*
6/30/2020,15005,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
6/30/2020,15007,14.97,15.52,n/a*,17.85,18.4,n/a*,2775.00,3018.00,n/a*,25.65,26.05,n/a*,14.41,12.24,n/a*,3.42,3.66,n/a*,2.96,3.28,n/a*,1.09,1.24,n/a*,4.87,4.93,n/a*,7.41,n/a*,n/a*
6/30/2020,15009,18.59,19.31,n/a**,21.71,22.13,n/a**,2022.00,1772.00,n/a**,25.51,25.09,n/a**,15.79,13.12,n/a**,4.78,4.49,n/a**,3.72,3.04,n/a**,1.67,0.92,n/a**,4.03,4.56,n/a**,14.71,16.44,n/a**
6/30/2020,16001,15.38,n/a**,15.28,19.37,n/a**,19.33,2253.00,n/a**,2238,22.34,n/a**,22.31,10.61,n/a**,10.63,3.19,n/a**,3.14,2.73,n/a**,2.71,0.76,n/a**,0.76,6.84,n/a**,6.84,11.59,n/a**,11.68
6/30/2020,16003,11.11,n/a**,11.11,18.06,n/a**,18.06,n/a*,n/a**,n/a*,25.85,n/a**,25.85,n/a*,n/a**,n/a*,3.85,n/a**,3.85,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.56,n/a**,5.56,n/a*,n/a**,n/a*
6/30/2020,16005,24.25,n/a*,24.06,28.58,n/a*,28.2,2414.00,n/a*,2515,27.47,n/a*,27.52,9.38,n/a*,9.45,3.72,n/a*,3.76,2.96,n/a*,2.99,0.96,n/a*,0.97,8.96,n/a*,8.95,11.48,n/a*,11.76
6/30/2020,16007,20,n/a**,19.15,25.26,n/a**,24.47,n/a*,n/a**,n/a*,22.2,n/a**,22.2,n/a*,n/a**,n/a*,5.45,n/a**,5.45,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,8.42,n/a**,8.51,n/a*,n/a**,n/a*
6/30/2020,16009,21.83,n/a**,16.67,25.35,n/a**,22.22,n/a*,n/a**,n/a*,29.45,n/a**,26.72,n/a*,n/a**,n/a*,3.7,n/a**,4.92,3.03,n/a**,n/a*,n/a*,n/a**,n/a*,7.75,n/a**,5.56,n/a*,n/a**,n/a*
6/30/2020,16011,19.97,n/a**,20.62,25.61,n/a**,25.65,2342.00,n/a**,2425,24.38,n/a**,24.16,11.22,n/a**,10.87,3.3,n/a**,3.19,3.31,n/a**,3.1,3.05,n/a**,3.14,4.27,n/a**,4.22,n/a*,n/a**,n/a*
6/30/2020,16013,10.58,n/a**,10.61,15.08,n/a**,15.12,864.00,n/a**,864,21.16,n/a**,21.2,n/a*,n/a**,n/a*,1.51,n/a**,1.52,1.59,n/a**,1.59,1.36,n/a**,1.37,2.12,n/a**,2.12,n/a*,n/a**,n/a*
6/30/2020,16015,10.37,n/a**,10.37,19.26,n/a**,19.26,n/a*,n/a**,n/a*,22.03,n/a**,22.03,n/a*,n/a**,n/a*,2.15,n/a**,2.15,1.75,n/a**,1.75,n/a*,n/a**,n/a*,2.96,n/a**,2.96,n/a*,n/a**,n/a*
6/30/2020,16017,13.97,n/a**,13.99,15.39,n/a**,15.41,2484.00,n/a**,2484,22.39,n/a**,22.39,11.9,n/a**,11.9,1.96,n/a**,1.96,1.68,n/a**,1.68,0.45,n/a**,0.45,3.49,n/a**,3.5,n/a*,n/a**,n/a*
6/30/2020,16019,18.99,n/a**,19.04,21.87,n/a**,21.89,2313.00,n/a**,2328,26.24,n/a**,26.28,10.94,n/a**,10.94,3.56,n/a**,3.58,4.07,n/a**,4.07,0.65,n/a**,0.65,5.92,n/a**,5.92,12.15,n/a**,11.32
6/30/2020,16021,11,n/a**,10.42,14.5,n/a**,14.06,n/a*,n/a**,n/a*,23.71,n/a**,23.85,n/a*,n/a**,n/a*,2.44,n/a**,2.48,5.13,n/a**,5.19,0,n/a**,0,2.5,n/a**,2.6,n/a*,n/a**,n/a*
