date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi,median_credit_score_all,median_credit_score_coc,median_credit_score_whi
2/1/2020,01045,32.51,n/a**,32.75,33.16,n/a**,33.15,1993,n/a**,2026,34.16,n/a**,33.69,24.49,n/a**,24.74,6.39,n/a**,6.6,6.4,n/a**,6.59,2.08,n/a**,2.11,6.53,n/a**,6.74,12,n/a**,12,663,n/a**,664
2/1/2020,01047,47.57,47.35,n/a*,54.77,55.65,n/a*,2225,2227,n/a*,38.17,38.55,n/a*,28.24,28.24,n/a*,15.25,15.63,n/a*,17.36,16.3,n/a*,4.11,4.29,n/a*,9.55,9.01,n/a*,28.07,27.45,n/a*,607,607,n/a*
2/1/2020,01049,32.02,n/a**,32.02,37.06,n/a**,37.06,1613,n/a**,1613,31.86,n/a**,31.86,13.51,n/a**,13.51,5.05,n/a**,5.05,9.3,n/a**,9.3,2.99,n/a**,2.99,5.04,n/a**,5.04,19.61,n/a**,19.61,663,n/a**,663
2/1/2020,01051,28.56,n/a**,28.29,32.08,n/a**,31.63,2171,n/a**,2171,29.82,n/a**,29.47,19.34,n/a**,20.4,5.25,n/a**,5.28,6.91,n/a**,6.73,4.27,n/a**,3.98,8.96,n/a**,9.11,17.95,n/a**,17.86,682,n/a**,683
2/1/2020,01053,35.75,n/a**,33.51,43.49,n/a**,42.63,1882,n/a**,1988,36.29,n/a**,36.03,23.29,n/a**,n/a*,8.9,n/a**,8.43,6.23,n/a**,7.19,3.49,n/a**,1.85,8.57,n/a**,7.51,11.54,n/a**,n/a*,653,n/a**,655
2/1/2020,01055,35.43,n/a**,35.43,40.08,n/a**,40.04,2144,n/a**,2115,33.6,n/a**,33.66,18,n/a**,17.45,8.06,n/a**,7.97,9.87,n/a**,9.93,6.42,n/a**,6.42,7.63,n/a**,7.5,16.67,n/a**,17.09,657,n/a**,657
2/1/2020,01057,37.64,n/a**,37.64,42.44,n/a**,42.44,1641,n/a**,1641,35.63,n/a**,35.63,n/a*,n/a**,n/a*,7.32,n/a**,7.32,9.26,n/a**,9.26,n/a*,n/a**,n/a*,7.75,n/a**,7.75,n/a*,n/a**,n/a*,660,n/a**,660
2/1/2020,01059,34.19,n/a**,35.99,43.02,n/a**,43.6,1772,n/a**,1760,30.08,n/a**,31.71,n/a*,n/a**,n/a*,6.17,n/a**,7.62,3.41,n/a**,2.46,3.75,n/a**,5.17,6.51,n/a**,6.23,n/a*,n/a**,n/a*,655,n/a**,651
2/1/2020,01061,35.68,n/a**,35.76,38.59,n/a**,38.67,1751,n/a**,1751,35.32,n/a**,35.32,n/a*,n/a**,n/a*,7.8,n/a**,7.8,8.76,n/a**,8.76,2.7,n/a**,2.7,7.05,n/a**,7.07,n/a*,n/a**,n/a*,662,n/a**,662
2/1/2020,01063,49.07,48.6,n/a*,51.85,51.4,n/a*,1878,1900,n/a*,38.98,39.02,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,9.26,9.35,n/a*,n/a*,n/a*,n/a*,595,596,n/a*
2/1/2020,01065,37.71,46.56,n/a**,45.76,58.78,n/a**,1946,1935,n/a**,39.35,38.93,n/a**,n/a*,n/a*,n/a**,9,13.46,n/a**,12.5,16.07,n/a**,n/a*,n/a*,n/a**,8.05,8.4,n/a**,n/a*,n/a*,n/a**,637,605,n/a**
2/1/2020,01067,28.73,n/a*,28.19,33.58,n/a*,32.82,1760,n/a*,1756,32.52,n/a*,32.56,n/a*,n/a*,n/a*,6.67,n/a*,6.82,0.91,n/a*,0.93,6,n/a*,6,6.34,n/a*,5.41,n/a*,n/a*,n/a*,674,n/a*,675
2/1/2020,01069,32.5,n/a**,31.06,35.81,n/a**,34.22,2122,n/a**,2168,34.15,n/a**,34.21,17.28,n/a**,15.33,8.64,n/a**,8.22,9.28,n/a**,8.53,4.5,n/a**,4.43,7.07,n/a**,6.73,18.03,n/a**,20.99,666,n/a**,673
2/1/2020,01071,29.74,n/a**,29.74,35.9,n/a**,35.9,1794,n/a**,1794,29.7,n/a**,29.7,19.75,n/a**,19.75,6.67,n/a**,6.67,5.95,n/a**,5.95,3.91,n/a**,3.91,4.38,n/a**,4.38,n/a*,n/a**,n/a*,667,n/a**,667
2/1/2020,01073,34.94,52.28,20.86,39.81,57.26,25.41,1753,1882,1504,33.38,43.06,28.43,20.39,29.82,12.75,8.4,14.01,5.23,8.5,14.01,4.51,3.96,8.49,2.29,9.32,13.64,5.86,23.46,26.96,19.47,664,582,715
2/1/2020,01075,31.22,n/a**,31.22,34.15,n/a**,34.15,1324,n/a**,1324,29.82,n/a**,29.82,n/a*,n/a**,n/a*,10.53,n/a**,10.53,7.5,n/a**,7.5,n/a*,n/a**,n/a*,4.39,n/a**,4.39,n/a*,n/a**,n/a*,675,n/a**,675
2/1/2020,01077,29.12,n/a**,29.14,33.82,n/a**,33.87,1990,n/a**,1993,27.82,n/a**,27.73,16.74,n/a**,16.81,6.99,n/a**,7.04,6.68,n/a**,6.69,3.08,n/a**,3.12,6.49,n/a**,6.47,11.7,n/a**,10.75,679,n/a**,679
2/1/2020,01079,33.39,n/a*,33.01,43.54,n/a*,42.66,1806,n/a*,1803,30.73,n/a*,30.1,24,n/a*,n/a*,10.13,n/a*,9.78,4.67,n/a*,4.92,4.49,n/a*,4.76,6.83,n/a*,6.76,n/a*,n/a*,n/a*,660,n/a*,663
2/1/2020,01081,29.02,n/a*,27.42,32.6,n/a*,31,1856,n/a*,2137,33.05,n/a*,33.88,18.58,n/a*,16.74,6.88,n/a*,7.41,6.81,n/a*,6.65,4,n/a*,4.68,8.08,n/a*,7.64,15.34,n/a*,15.6,674,n/a*,676
2/1/2020,01083,27.1,n/a**,29.63,32.44,n/a**,35.27,1642,n/a**,1533,28.4,n/a**,29.67,16.14,n/a**,15.65,4.57,n/a**,5.28,6.47,n/a**,6.61,3.26,n/a**,4.49,6.88,n/a**,6.44,16.5,n/a**,15.07,693,n/a**,682
2/1/2020,01085,42.48,48.6,n/a*,49.02,53.27,n/a*,2001,2173,n/a*,32.85,n/a*,n/a*,n/a*,n/a*,n/a*,11.32,n/a*,n/a*,6.06,n/a*,n/a*,n/a*,n/a*,n/a*,11.11,11.21,n/a*,n/a*,n/a*,n/a*,615,602,n/a*
2/1/2020,01087,45.61,46.22,46.77,50.68,54.22,41.94,1681,1604,n/a*,46.3,47.71,n/a*,22.86,23.64,n/a*,20.19,22.67,n/a*,9.57,9.3,n/a*,n/a*,n/a*,n/a*,15.2,13.78,19.35,n/a*,n/a*,n/a*,609,606,612
2/1/2020,01089,27.03,51.75,20.96,31.89,59.58,25.44,2057,1992,1864,30.09,45.77,27.98,18.16,36.2,14.06,5.95,13.7,4.98,5.36,10.98,4.25,3.03,6.25,2.47,7.01,11.61,6.04,19.24,20.48,17.83,692,580,719
2/1/2020,01091,35.22,n/a*,n/a*,40.88,n/a*,n/a*,2055,n/a*,n/a*,40.93,n/a*,n/a*,24.53,n/a*,n/a*,7.91,n/a*,n/a*,10.39,n/a*,n/a*,n/a*,n/a*,n/a*,6.6,n/a*,n/a*,n/a*,n/a*,n/a*,655,n/a*,n/a*
2/1/2020,01093,30.43,n/a**,30.43,40.49,n/a**,40.49,1575,n/a**,1575,33.03,n/a**,33.03,n/a*,n/a**,n/a*,7.04,n/a**,7.04,6.56,n/a**,6.56,3.08,n/a**,3.08,5.37,n/a**,5.37,n/a*,n/a**,n/a*,664,n/a**,664
2/1/2020,01095,33.43,n/a**,33.45,38.29,n/a**,38.32,1661,n/a**,1661,28.49,n/a**,28.48,14.62,n/a**,14.62,7.74,n/a**,7.75,7.66,n/a**,7.68,4.12,n/a**,4.14,5.84,n/a**,5.84,15.48,n/a**,15.48,666,n/a**,666
2/1/2020,01097,38.45,52.6,31.1,42.79,59.09,34.57,1839,1844,1868,35.7,42.76,33.37,23.97,32.83,20.58,8.52,10.32,7.77,7.33,10.53,5.87,4.97,6.78,4.59,9.53,15.04,7.44,21.26,22.75,20.63,647,584,670
2/1/2020,01099,39.69,n/a*,35,47.08,n/a*,42.5,2392,n/a*,2393,35.74,n/a*,31.6,n/a*,n/a*,n/a*,12.59,n/a*,7.69,9.68,n/a*,4.84,5.36,n/a*,n/a*,7.08,n/a*,4.17,n/a*,n/a*,n/a*,642,n/a*,646
2/1/2020,01101,42.96,57.89,25.65,45.14,59.6,28.26,1994,1852,2457,34.68,41.05,29.27,26.43,31.84,18.75,9.01,12.03,7.49,8.1,10.59,6.15,5.33,8.85,3.65,12.04,14.46,7.99,24.31,24.81,26.92,635,559,692
2/1/2020,01103,32.7,n/a**,29.23,37.97,n/a**,34.38,1609,n/a**,1600,29.28,n/a**,28.57,21.2,n/a**,19.88,7.2,n/a**,6.58,7.84,n/a**,7.06,4.03,n/a**,4.21,5.77,n/a**,5.22,19.47,n/a**,21.33,670,n/a**,678
2/1/2020,01105,46.03,46.03,n/a**,53.97,53.97,n/a**,1907,1907,n/a**,45.02,45.02,n/a**,n/a*,n/a*,n/a**,16,16,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,11.11,11.11,n/a**,n/a*,n/a*,n/a**,610,610,n/a**
2/1/2020,01107,38.38,45.21,26.19,45.79,52.05,34.92,1258,n/a*,n/a*,35.14,n/a*,33.51,n/a*,n/a*,n/a*,9.45,n/a*,6.25,7.94,n/a*,1.82,n/a*,n/a*,n/a*,11.78,16.44,6.35,n/a*,n/a*,n/a*,647,613,679
2/1/2020,01109,37.53,n/a**,30.92,39.26,n/a**,30.92,1733,n/a**,n/a*,39.1,n/a**,39.06,17.33,n/a**,n/a*,11.76,n/a**,9.41,8.47,n/a**,5.88,2.44,n/a**,n/a*,5.64,n/a**,2.63,n/a*,n/a**,n/a*,641,n/a**,664
2/1/2020,01111,35.45,n/a**,35.45,43.23,n/a**,43.23,1587,n/a**,1587,33.55,n/a**,33.55,n/a*,n/a**,n/a*,5.92,n/a**,5.92,7.26,n/a**,7.26,n/a*,n/a**,n/a*,7.78,n/a**,7.78,n/a*,n/a**,n/a*,650,n/a**,650
2/1/2020,01113,44.72,44.65,44.3,50.16,51.31,49.37,2585,2925,2368,43.82,46.81,41.14,23.67,26.79,n/a*,9.13,8.26,9.86,7.35,6.93,3.33,3.39,3.92,n/a*,12.38,12.12,8.23,10.34,13.33,n/a*,618,618,617
2/1/2020,01115,28.8,n/a*,28.83,32.87,n/a*,32.92,2190,n/a*,2186,33.24,n/a*,33.1,14.13,n/a*,14.21,8.59,n/a*,8.48,8.43,n/a*,8.47,2.35,n/a*,2.35,7.05,n/a*,6.93,17.53,n/a*,17.89,676,n/a*,676
2/1/2020,01117,21.01,n/a**,20.97,25.09,n/a**,25.06,1902,n/a**,1888,30.08,n/a**,29.99,12.95,n/a**,12.89,4.95,n/a**,4.95,3.48,n/a**,3.43,4,n/a**,3.87,6.81,n/a**,6.78,15.42,n/a**,15.18,710,n/a**,710
2/1/2020,01119,41.24,41.24,n/a**,47.46,47.46,n/a**,2025,2025,n/a**,37.58,37.58,n/a**,n/a*,n/a*,n/a**,14.1,14.1,n/a**,14.06,14.06,n/a**,n/a*,n/a*,n/a**,10.17,10.17,n/a**,n/a*,n/a*,n/a**,632,632,n/a**
2/1/2020,01121,44.68,n/a**,41.14,51.88,n/a**,48.82,2345,n/a**,2359,36.6,n/a**,37.35,29.93,n/a**,29.35,8.91,n/a**,9.83,12.6,n/a**,9.76,6.22,n/a**,6.62,12.31,n/a**,10.41,14.94,n/a**,15.48,623,n/a**,635
2/1/2020,01123,32.63,n/a*,32.72,35.93,n/a*,36.06,1919,n/a*,1955,31.16,n/a*,30.85,13.79,n/a*,13.1,6.41,n/a*,5.32,8.14,n/a*,7.76,2.38,n/a*,2.56,11.83,n/a*,11.35,11.39,n/a*,11.76,660,n/a*,660
2/1/2020,01125,35.04,n/a*,28.02,39.33,n/a*,30.97,1999,n/a*,1869,34.82,n/a*,32.34,18.4,n/a*,13,9.46,n/a*,8.05,7.63,n/a*,5.71,5.31,n/a*,5.31,8.84,n/a*,6.97,20.65,n/a*,21.1,663,n/a*,684
2/1/2020,01127,37.34,n/a**,37.51,42.07,n/a**,42.13,1990,n/a**,1979,30.93,n/a**,31.06,25.61,n/a**,26.25,8.88,n/a**,9.05,7.49,n/a**,7.57,4.12,n/a**,4.17,7.49,n/a**,7.62,13.16,n/a**,13.16,655,n/a**,655
2/1/2020,01129,35.82,46.03,34.97,37.31,38.1,38.04,1610,n/a*,1198,34.45,n/a*,36.01,n/a*,n/a*,n/a*,10.34,n/a*,14.29,10.28,n/a*,10,n/a*,n/a*,n/a*,7.46,6.35,8.59,n/a*,n/a*,n/a*,657,607,657
2/1/2020,01131,41.05,40.33,n/a*,49.47,48.07,n/a*,1132,1106,n/a*,33.94,34.31,n/a*,n/a*,n/a*,n/a*,8.33,8.57,n/a*,16.28,16.67,n/a*,n/a*,n/a*,n/a*,9.47,9.94,n/a*,n/a*,n/a*,n/a*,628,629,n/a*
2/1/2020,01133,34.66,n/a**,34.66,40.34,n/a**,40.34,2248,n/a**,2248,27.31,n/a**,27.31,n/a*,n/a**,n/a*,4.35,n/a**,4.35,5.65,n/a**,5.65,n/a*,n/a**,n/a*,5.97,n/a**,5.97,n/a*,n/a**,n/a*,657,n/a**,657
2/1/2020,02013,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
2/1/2020,02016,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
2/1/2020,02020,27.12,n/a**,17.66,28.68,n/a**,18.31,2239,n/a**,2185,35,n/a**,32.49,16.77,n/a**,10.53,5.72,n/a**,5.07,2.71,n/a**,2.16,2.6,n/a**,2.45,5.38,n/a**,2.55,42.86,n/a**,n/a*,688,n/a**,725
2/1/2020,02050,39.46,39.46,n/a**,37.84,37.84,n/a**,1302,1302,n/a**,49.35,49.35,n/a**,n/a*,n/a*,n/a**,12.7,12.7,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,8.65,8.65,n/a**,n/a*,n/a*,n/a**,624,624,n/a**
2/1/2020,02060,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*
2/1/2020,02068,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
2/1/2020,02070,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
2/1/2020,02090,23.01,n/a*,20.24,27.45,n/a*,24.73,2737,n/a*,3366,35.37,n/a*,35.99,19.9,n/a*,14.78,3.97,n/a*,3.68,2.15,n/a*,1.76,2.75,n/a*,3.32,2.6,n/a*,2.6,n/a*,n/a*,n/a*,695,n/a*,699
2/1/2020,02100,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
2/1/2020,02110,17.61,n/a**,17.89,21.46,n/a**,21.81,1717,n/a**,1633,32,n/a**,31.34,16.18,n/a**,18.18,2.29,n/a**,2.42,1.41,n/a**,1.68,0,n/a**,0,1.21,n/a**,1.23,n/a*,n/a**,n/a*,724,n/a**,727
2/1/2020,02122,21.63,n/a*,21.45,24.88,n/a*,24.63,2839,n/a*,2793,32.9,n/a*,32.67,22.77,n/a*,22.45,3.66,n/a*,3.56,2.34,n/a*,2.39,2.44,n/a*,2.47,3.25,n/a*,3.31,n/a*,n/a*,n/a*,713,n/a*,714
2/1/2020,02130,22.57,n/a**,22.22,24.78,n/a**,25.12,1622,n/a**,1385,31.58,n/a**,31.49,n/a*,n/a**,n/a*,7.09,n/a**,6.98,2.74,n/a**,1.54,4.29,n/a**,4.62,2.65,n/a**,2.42,n/a*,n/a**,n/a*,709,n/a**,710
2/1/2020,02150,14.98,n/a*,n/a**,18.36,n/a*,n/a**,n/a*,n/a*,n/a**,36.13,n/a*,n/a**,n/a*,n/a*,n/a**,3.27,n/a*,n/a**,2.78,n/a*,n/a**,1.75,n/a*,n/a**,1.45,n/a*,n/a**,n/a*,n/a*,n/a**,714,n/a*,n/a**
2/1/2020,02158,53.62,53.62,n/a**,43.48,43.48,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,14.49,14.49,n/a**,n/a*,n/a*,n/a**,565,565,n/a**
2/1/2020,02164,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
2/1/2020,02170,24.45,n/a*,24.24,27,n/a*,27.96,2240,n/a*,2115,36.76,n/a*,36.38,18.32,n/a*,18.49,5.8,n/a*,5.32,2.54,n/a*,1.79,2.83,n/a*,2.05,3.47,n/a*,2.64,n/a*,n/a*,n/a*,690,n/a*,690
2/1/2020,02180,33.33,33.33,n/a**,25.29,25.29,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,2.3,2.3,n/a**,n/a*,n/a*,n/a**,643,643,n/a**
2/1/2020,02185,36.08,35.42,n/a*,39.18,38.54,n/a*,n/a*,n/a*,n/a*,57.77,57.77,n/a*,n/a*,n/a*,n/a*,14,14,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,14.43,14.58,n/a*,n/a*,n/a*,n/a*,622,622,n/a*
2/1/2020,02188,36.49,36.49,n/a**,35.14,35.14,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,12.16,12.16,n/a**,n/a*,n/a*,n/a**,621,621,n/a**
