date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi,median_credit_score_all,median_credit_score_coc,median_credit_score_whi
4/1/2020,27157,9.83,n/a**,9.83,8.47,n/a**,8.47,n/a*,n/a**,n/a*,19.68,n/a**,19.68,n/a*,n/a**,n/a*,3.65,n/a**,3.65,0.89,n/a**,0.89,1.14,n/a**,1.14,2.03,n/a**,2.03,n/a*,n/a**,n/a*,759,n/a**,759
4/1/2020,27159,13.82,n/a**,13.82,16.59,n/a**,16.59,n/a*,n/a**,n/a*,24.63,n/a**,24.63,n/a*,n/a**,n/a*,4.24,n/a**,4.24,1.25,n/a**,1.25,1.79,n/a**,1.79,0.46,n/a**,0.46,n/a*,n/a**,n/a*,723,n/a**,723
4/1/2020,27161,17.83,n/a**,17.83,20.98,n/a**,20.98,1672,n/a**,1672,26.56,n/a**,26.56,13.73,n/a**,13.73,2.35,n/a**,2.35,1,n/a**,1,5.06,n/a**,5.06,1.4,n/a**,1.4,n/a*,n/a**,n/a*,727,n/a**,727
4/1/2020,27163,10.27,n/a**,10.28,10.82,n/a**,10.82,2077,n/a**,2077,21.86,n/a**,21.86,7.58,n/a**,7.58,2.85,n/a**,2.85,1.66,n/a**,1.66,1.41,n/a**,1.41,1.74,n/a**,1.74,9.59,n/a**,9.59,754,n/a**,754
4/1/2020,27165,18.07,n/a**,18.07,17.47,n/a**,17.47,n/a*,n/a**,n/a*,23.64,n/a**,23.64,n/a*,n/a**,n/a*,3.26,n/a**,3.26,0,n/a**,0,n/a*,n/a**,n/a*,1.81,n/a**,1.81,n/a*,n/a**,n/a*,711,n/a**,711
4/1/2020,27167,15.71,n/a**,15.71,15.71,n/a**,15.71,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.29,n/a**,4.29,n/a*,n/a**,n/a*,721,n/a**,721
4/1/2020,27169,11.21,n/a**,11.21,13.76,n/a**,13.76,1234,n/a**,1234,21.82,n/a**,21.82,6.43,n/a**,6.43,1.86,n/a**,1.86,0.74,n/a**,0.74,1.21,n/a**,1.21,1.13,n/a**,1.13,n/a*,n/a**,n/a*,745,n/a**,745
4/1/2020,27171,11.1,n/a**,11.1,11.93,n/a**,11.93,2394,n/a**,2394,23.98,n/a**,23.98,7.01,n/a**,7.01,3.48,n/a**,3.48,1.2,n/a**,1.2,1.77,n/a**,1.77,1.91,n/a**,1.91,n/a*,n/a**,n/a*,746,n/a**,746
4/1/2020,27173,11.03,n/a**,11.03,12.5,n/a**,12.5,n/a*,n/a**,n/a*,23.66,n/a**,23.66,n/a*,n/a**,n/a*,3.66,n/a**,3.66,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,0,n/a**,0,n/a*,n/a**,n/a*,724,n/a**,724
4/1/2020,28001,37.62,39.32,n/a**,43.56,45.45,n/a**,2149,1951,n/a**,32.56,31.47,n/a**,19.59,19.32,n/a**,7.91,8.74,n/a**,10.5,12.67,n/a**,7.61,8.64,n/a**,6.14,6.14,n/a**,n/a*,n/a*,n/a**,648,647,n/a**
4/1/2020,28003,27.64,n/a**,27.29,28.79,n/a**,28.65,1255,n/a**,1229,29.14,n/a**,29.02,16.92,n/a**,15.63,5.73,n/a**,5.38,5.05,n/a**,5.08,1.1,n/a**,1.1,4.99,n/a**,5.07,n/a*,n/a**,n/a*,672,n/a**,672
4/1/2020,28005,30.35,n/a*,n/a*,38.31,n/a*,n/a*,3181,n/a*,n/a*,35.67,n/a*,n/a*,n/a*,n/a*,n/a*,9.2,n/a*,n/a*,6.52,n/a*,n/a*,n/a*,n/a*,n/a*,3.48,n/a*,n/a*,n/a*,n/a*,n/a*,664,n/a*,n/a*
4/1/2020,28007,32.54,n/a*,n/a*,41.63,n/a*,n/a*,1133,n/a*,n/a*,33.66,n/a*,n/a*,n/a*,n/a*,n/a*,10.81,n/a*,n/a*,12.5,n/a*,n/a*,n/a*,n/a*,n/a*,9.09,n/a*,n/a*,n/a*,n/a*,n/a*,639,n/a*,n/a*
4/1/2020,28009,32.69,n/a*,32.86,40.38,n/a*,34.29,n/a*,n/a*,n/a*,33.08,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,5.77,n/a*,4.29,n/a*,n/a*,n/a*,630,n/a*,631
4/1/2020,28011,43.76,54.71,n/a*,48.63,60,n/a*,1560,1196,n/a*,37.84,47.43,n/a*,14.14,n/a*,n/a*,12.11,14.29,n/a*,9.68,n/a*,n/a*,7.69,n/a*,n/a*,6.98,9.41,n/a*,n/a*,n/a*,n/a*,619,578,n/a*
4/1/2020,28013,33.51,n/a**,29.57,39.69,n/a**,36.52,1324,n/a**,n/a*,32.6,n/a**,33.94,n/a*,n/a**,n/a*,7.89,n/a**,n/a*,5.88,n/a**,n/a*,n/a*,n/a**,n/a*,5.15,n/a**,2.61,n/a*,n/a**,n/a*,650,n/a**,655
4/1/2020,28015,25,n/a*,24.24,25.96,n/a*,25.25,n/a*,n/a*,n/a*,33.6,n/a*,31.34,n/a*,n/a*,n/a*,5.36,n/a*,5.45,6,n/a*,n/a*,n/a*,n/a*,n/a*,3.85,n/a*,4.04,n/a*,n/a*,n/a*,676,n/a*,680
4/1/2020,28017,42.65,54.67,40,48.39,62.67,45,1361,n/a*,n/a*,29.59,n/a*,n/a*,26,n/a*,n/a*,6.52,n/a*,n/a*,5.83,n/a*,n/a*,n/a*,n/a*,n/a*,7.53,18.67,1.25,n/a*,n/a*,n/a*,632,583,636
4/1/2020,28019,44.32,n/a*,41.82,44.32,n/a*,40,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,3.41,n/a*,5.45,n/a*,n/a*,n/a*,609,n/a*,630
4/1/2020,28021,51.92,51.92,n/a**,59.62,59.62,n/a**,2194,2194,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,7.69,7.69,n/a**,n/a*,n/a*,n/a**,590,590,n/a**
4/1/2020,28023,32.33,34.62,33.95,36.64,32.69,39.51,2036,n/a*,2017,33.38,n/a*,31.65,n/a*,n/a*,n/a*,9,n/a*,9.23,6.54,n/a*,4.35,n/a*,n/a*,n/a*,7.76,15.38,4.94,n/a*,n/a*,n/a*,655,652,653
4/1/2020,28025,44.74,n/a**,n/a*,52.26,n/a**,n/a*,1748,n/a**,n/a*,34.06,n/a**,n/a*,22.58,n/a**,n/a*,10.78,n/a**,n/a*,12.37,n/a**,n/a*,n/a*,n/a**,n/a*,9.4,n/a**,n/a*,n/a*,n/a**,n/a*,619,n/a**,n/a*
4/1/2020,28027,50.14,52.41,n/a*,57.68,59.81,n/a*,1787,1766,n/a*,36.18,35.58,n/a*,25.68,25.71,n/a*,12.4,13.46,n/a*,7.84,8.99,n/a*,n/a*,n/a*,n/a*,4.93,5.14,n/a*,n/a*,n/a*,n/a*,594,586,n/a*
4/1/2020,28029,41.12,45,34.29,44.04,47.5,34.29,2169,2484,n/a*,35.82,38.21,n/a*,23.88,n/a*,n/a*,15.05,15.63,n/a*,10.18,6.78,n/a*,11.11,n/a*,n/a*,5.6,5.63,7.14,n/a*,n/a*,n/a*,650,626,675
4/1/2020,28031,34.26,n/a**,28.05,38.27,n/a**,32.93,1612,n/a**,1568,33.37,n/a**,32.88,n/a*,n/a**,n/a*,9.02,n/a**,5.08,7.35,n/a**,6.49,n/a*,n/a**,n/a*,5.86,n/a**,6.71,n/a*,n/a**,n/a*,656,n/a**,659
4/1/2020,28033,28.83,n/a*,25.67,34.63,n/a*,31.18,1911,n/a*,1852,33.9,n/a*,32.94,17.28,n/a*,15.69,8.21,n/a*,7.85,5.98,n/a*,5.38,3.74,n/a*,3.31,7.74,n/a*,6.98,13.02,n/a*,12.1,673,n/a*,681
4/1/2020,28035,36.47,43.82,30.1,39.6,47.49,32.67,1577,1708,1420,35.01,39.29,31.68,18.89,20.16,18.07,8.1,8.56,8.24,8.55,12.1,5.71,3.78,3.23,4.24,6.46,5.79,7.33,16.18,n/a*,n/a*,652,620,675
4/1/2020,28037,36.47,n/a**,34.38,40,n/a**,34.38,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,10.59,n/a**,7.81,n/a*,n/a**,n/a*,651,n/a**,675
4/1/2020,28039,28.76,n/a**,28.76,29.79,n/a**,29.79,1969,n/a**,1969,34.48,n/a**,34.48,n/a*,n/a**,n/a*,15.74,n/a**,15.74,5.21,n/a**,5.21,9.76,n/a**,9.76,4.66,n/a**,4.66,n/a*,n/a**,n/a*,670,n/a**,670
4/1/2020,28041,29.37,n/a*,21.88,41.27,n/a*,33.33,1220,n/a*,n/a*,33.22,n/a*,30.03,n/a*,n/a*,n/a*,6.78,n/a*,n/a*,4.92,n/a*,n/a*,n/a*,n/a*,n/a*,3.97,n/a*,4.17,n/a*,n/a*,n/a*,648,n/a*,664
4/1/2020,28043,39.88,n/a**,n/a*,40.46,n/a**,n/a*,1446,n/a**,n/a*,39.9,n/a**,n/a*,8.47,n/a**,n/a*,11.33,n/a**,n/a*,10.81,n/a**,n/a*,12.5,n/a**,n/a*,8.67,n/a**,n/a*,n/a*,n/a**,n/a*,641,n/a**,n/a*
4/1/2020,28045,31,n/a**,30.85,36.1,n/a**,36.07,2139,n/a**,2122,33.17,n/a**,32.7,11.96,n/a**,12.22,9.5,n/a**,9.21,4.86,n/a**,4.95,3.18,n/a**,3.21,5.97,n/a**,6.11,n/a*,n/a**,n/a*,674,n/a**,674
4/1/2020,28047,34.94,58.19,31.58,40.94,63.84,37.82,2089,2442,2081,34.14,41.42,33.52,17.14,28.57,15.57,8.46,18.97,7.36,4.27,7.77,4.06,3.94,n/a*,4.48,8.73,11.86,8.24,16.73,n/a*,16.95,657,567,666
4/1/2020,28049,43.55,53.45,21.28,46.5,56.41,27.66,2014,2017,n/a*,36.91,41.5,34.13,18.89,21.84,n/a*,12.26,15.54,7.87,12.63,14.44,1.61,5.6,8.36,n/a*,8.94,10.04,6.38,22.58,21.2,n/a*,627,586,693
4/1/2020,28051,51.17,52.69,n/a**,54.52,56.27,n/a**,1720,1728,n/a**,44.68,42.38,n/a**,28.74,29.07,n/a**,12.64,12.82,n/a**,13.21,14.14,n/a**,n/a*,n/a*,n/a**,10.37,11.11,n/a**,n/a*,n/a*,n/a**,594,591,n/a**
4/1/2020,28053,56.67,56.67,n/a**,52.67,52.67,n/a**,1982,1982,n/a**,n/a*,n/a*,n/a**,42.31,42.31,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,12,12,n/a**,n/a*,n/a*,n/a**,563,563,n/a**
4/1/2020,28055,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**
4/1/2020,28057,29.06,n/a**,29.06,37.19,n/a**,37.19,1471,n/a**,1471,34.83,n/a**,34.83,n/a*,n/a**,n/a*,5.23,n/a**,5.23,4.41,n/a**,4.41,4.84,n/a**,4.84,7.81,n/a**,7.81,n/a*,n/a**,n/a*,662,n/a**,662
4/1/2020,28059,28.08,42.36,24.66,32.16,44.09,28.77,1583,1487,1601,32.45,37.99,31.76,15.73,26,12.55,8.07,10.27,7.32,5.09,8.33,4.49,5.68,10.34,5,9.64,10.37,8.56,11.33,n/a*,12.8,674,628,680
4/1/2020,28061,33.1,39.6,19.05,34.84,39.6,22.22,1588,n/a*,n/a*,32.17,n/a*,n/a*,n/a*,n/a*,n/a*,11.71,n/a*,n/a*,6.96,n/a*,n/a*,n/a*,n/a*,n/a*,6.97,5.94,1.59,n/a*,n/a*,n/a*,648,635,678
4/1/2020,28063,48.65,48.51,n/a**,53.15,53.47,n/a**,2376,2620,n/a**,49.7,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,8.11,8.91,n/a**,n/a*,n/a*,n/a**,593,593,n/a**
4/1/2020,28065,40.16,41.51,n/a*,46.72,47.17,n/a*,1399,1599,n/a*,42.22,47.39,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,6.56,5.66,n/a*,n/a*,n/a*,n/a*,618,612,n/a*
4/1/2020,28067,34.55,45.83,28.43,38.92,51.74,32.52,1649,1670,1745,34.57,38.88,33.02,19.01,26,15.85,10.71,13.73,9.48,8.39,13.51,6.47,2.74,n/a*,0.99,7.11,11.11,4.74,8.57,n/a*,n/a*,652,610,666
4/1/2020,28069,30,25.58,n/a*,35,31.4,n/a*,n/a*,n/a*,n/a*,44.27,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1.64,n/a*,n/a*,n/a*,n/a*,n/a*,14.17,12.79,n/a*,n/a*,n/a*,n/a*,647,649,n/a*
4/1/2020,28071,24.85,n/a*,23.39,26.75,n/a*,25.65,1400,n/a*,1779,28.57,n/a*,27.84,13.01,n/a*,11.85,4.75,n/a*,4.32,7.08,n/a*,6.16,3.13,n/a*,2.6,4.39,n/a*,4.35,n/a*,n/a*,n/a*,693,n/a*,702
4/1/2020,28073,26.5,n/a*,26.35,29.9,n/a*,29.67,1878,n/a*,1843,31.62,n/a*,31.44,13.99,n/a*,13.83,7.24,n/a*,7.14,5.69,n/a*,5.77,3.7,n/a*,3.7,7.13,n/a*,6.87,17.46,n/a*,18.33,682,n/a*,684
4/1/2020,28075,35.5,45.02,24.74,41.51,51,29.85,1329,1373,1249,34.43,40.56,31.64,15.07,n/a*,8.93,10.84,10.64,10.09,5.37,7.14,2.72,4.7,n/a*,3.85,6.51,8.37,6.63,4.69,n/a*,n/a*,651,611,674
4/1/2020,28077,36.12,n/a*,35.37,42.29,n/a*,41.5,1697,n/a*,1773,32.4,n/a*,32.33,n/a*,n/a*,n/a*,11.7,n/a*,11.29,9.41,n/a*,10.53,n/a*,n/a*,n/a*,7.93,n/a*,9.52,n/a*,n/a*,n/a*,645,n/a*,645
4/1/2020,28079,43.09,n/a*,n/a**,46.71,n/a*,n/a**,2089,n/a*,n/a**,34.17,n/a*,n/a**,n/a*,n/a*,n/a**,9.17,n/a*,n/a**,12.03,n/a*,n/a**,n/a*,n/a*,n/a**,8.88,n/a*,n/a**,n/a*,n/a*,n/a**,627,n/a*,n/a**
4/1/2020,28081,33.84,n/a*,30.95,40.47,n/a*,37.57,1739,n/a*,1637,30.82,n/a*,30.62,17.37,n/a*,11.11,7.26,n/a*,6.54,8.37,n/a*,6.23,4.84,n/a*,4.6,6.33,n/a*,5,21.43,n/a*,n/a*,663,n/a*,668
4/1/2020,28083,43.49,43.08,n/a*,46.51,46.41,n/a*,1587,1492,n/a*,35.71,36.28,n/a*,26.27,24.32,n/a*,17.65,16.31,n/a*,11.43,10.77,n/a*,6.56,6.9,n/a*,5.12,5.64,n/a*,n/a*,n/a*,n/a*,620,622,n/a*
4/1/2020,28085,32.4,n/a**,31.92,37.15,n/a**,37.05,1985,n/a**,2058,32.83,n/a**,33.46,23.64,n/a**,24.07,7.21,n/a**,7.41,4.19,n/a**,4.21,5.63,n/a**,4.29,6.26,n/a**,6.25,n/a*,n/a**,n/a*,670,n/a**,669
4/1/2020,28087,30.52,41.58,20.35,35.84,50,26.74,1810,1312,1861,31.99,38.38,28.28,22.22,n/a*,20,7.44,8.97,5.88,5.87,5.48,3.95,3.43,n/a*,1.25,8.67,10.4,6.4,17.33,n/a*,n/a*,668,626,713
4/1/2020,28089,24.57,39.96,10.69,27.21,46.37,11.15,2047,2234,1890,29.91,37.57,24.11,15.64,19.47,12.03,6.95,12.7,4.44,7.06,8.9,2.99,2.97,6.67,1.3,7.11,11.54,3.51,20.69,16.67,n/a*,693,633,751
4/1/2020,28091,30.61,n/a*,29.89,37.2,n/a*,37.36,2031,n/a*,2012,33.83,n/a*,31.24,10.53,n/a*,n/a*,8.9,n/a*,8.46,7.82,n/a*,8.59,8.47,n/a*,8.77,5.01,n/a*,4.02,n/a*,n/a*,n/a*,665,n/a*,666
4/1/2020,28093,37.57,36.6,37.07,45.62,50.21,41.16,1548,1382,1637,38.09,38.17,38.15,16.87,n/a*,n/a*,9.82,13.1,7.75,6.87,8.33,5.79,8.43,n/a*,n/a*,7.33,7.23,7.48,n/a*,n/a*,n/a*,640,641,648
4/1/2020,28095,35.78,38.46,34.38,43.67,55.77,40.97,1437,n/a*,1374,35.22,n/a*,35.2,21.18,n/a*,n/a*,10.29,n/a*,11.04,6.39,n/a*,6.15,1.11,n/a*,1.49,7.52,9.62,6.02,n/a*,n/a*,n/a*,651,640,652
4/1/2020,28097,34.18,n/a**,n/a*,38.78,n/a**,n/a*,2175,n/a**,n/a*,27.62,n/a**,n/a*,n/a*,n/a**,n/a*,10.13,n/a**,n/a*,8.64,n/a**,n/a*,n/a*,n/a**,n/a*,5.1,n/a**,n/a*,n/a*,n/a**,n/a*,665,n/a**,n/a*
4/1/2020,28099,39.61,n/a**,n/a*,43.21,n/a**,n/a*,1304,n/a**,n/a*,30.88,n/a**,n/a*,n/a*,n/a**,n/a*,12.61,n/a**,n/a*,9.02,n/a**,n/a*,11.67,n/a**,n/a*,8.86,n/a**,n/a*,n/a*,n/a**,n/a*,635,n/a**,n/a*
4/1/2020,28101,28.33,n/a*,26.89,30.03,n/a*,29.41,1674,n/a*,1546,28.78,n/a*,26.67,n/a*,n/a*,n/a*,8,n/a*,9.02,7.19,n/a*,5.49,1.67,n/a*,n/a*,4.82,n/a*,5.46,n/a*,n/a*,n/a*,685,n/a*,693
4/1/2020,28103,34.06,34.06,n/a**,39.86,39.86,n/a**,3199,3199,n/a**,44.02,44.02,n/a**,n/a*,n/a*,n/a**,8.2,8.2,n/a**,5.88,5.88,n/a**,n/a*,n/a*,n/a**,10.14,10.14,n/a**,n/a*,n/a*,n/a**,651,651,n/a**
4/1/2020,28105,31.48,n/a**,17.31,38.6,n/a**,32.69,1909,n/a**,n/a*,27.42,n/a**,n/a*,16.3,n/a**,n/a*,7.32,n/a**,n/a*,4.42,n/a**,n/a*,1.53,n/a**,n/a*,6.13,n/a**,3.85,n/a*,n/a**,n/a*,673,n/a**,675
4/1/2020,28107,45.59,58.33,n/a*,51.72,63.54,n/a*,1901,1779,n/a*,39.22,n/a*,n/a*,16.28,n/a*,n/a*,11.85,n/a*,n/a*,10.8,n/a*,n/a*,6.17,n/a*,n/a*,7.47,9.38,n/a*,n/a*,n/a*,n/a*,616,561,n/a*
4/1/2020,28109,30.97,n/a**,31.03,38.61,n/a**,38.39,1567,n/a**,1580,33.09,n/a**,33.01,16.18,n/a**,15.56,8.35,n/a**,8.43,8.76,n/a**,8.58,6.31,n/a**,6.31,6.31,n/a**,6.36,17.54,n/a**,17.54,666,n/a**,666
4/1/2020,28111,28.93,n/a**,29.3,35.85,n/a**,35.67,1231,n/a**,1265,34.4,n/a**,35.14,n/a*,n/a**,n/a*,14.67,n/a**,14.67,3.08,n/a**,3.13,n/a*,n/a**,n/a*,8.18,n/a**,8.28,n/a*,n/a**,n/a*,668,n/a**,666
4/1/2020,28113,39.44,41.89,n/a*,44.84,48.99,n/a*,1615,1195,n/a*,30.74,31.22,n/a*,22.35,n/a*,n/a*,8,11.71,n/a*,8.5,7.96,n/a*,8.33,n/a*,n/a*,8.51,9.46,n/a*,13.46,n/a*,n/a*,643,631,n/a*
4/1/2020,28115,33.41,n/a*,33.58,40.1,n/a*,40.49,1320,n/a*,1169,31.25,n/a*,31.62,n/a*,n/a*,n/a*,7.32,n/a*,7.55,1.58,n/a*,1.65,4.35,n/a*,4.48,6.21,n/a*,6.17,n/a*,n/a*,n/a*,656,n/a*,655
4/1/2020,28117,41,n/a**,40.95,46.25,n/a**,46.48,1663,n/a**,1663,30.6,n/a**,30.68,22,n/a**,n/a*,13.77,n/a**,13.87,11.64,n/a**,11.72,10.81,n/a**,10.96,5.5,n/a**,5.53,n/a*,n/a**,n/a*,644,n/a**,644
4/1/2020,28119,41.67,40.79,n/a**,52.38,51.32,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,13.1,11.84,n/a**,n/a*,n/a*,n/a**,613,613,n/a**
4/1/2020,28121,24.66,n/a**,24.5,27.71,n/a**,27.61,2251,n/a**,2251,30.19,n/a**,30.15,10.8,n/a**,10.46,6.6,n/a**,6.61,6.05,n/a**,6,4.35,n/a**,4.38,6.53,n/a**,6.52,15.11,n/a**,14.71,691,n/a**,693
4/1/2020,28123,36.17,n/a**,38.83,37.5,n/a**,41.49,1274,n/a**,1096,35.55,n/a**,38.43,17.31,n/a**,n/a*,9.52,n/a**,8.11,9.46,n/a**,12.68,7.84,n/a**,n/a*,7.98,n/a**,7.98,n/a*,n/a**,n/a*,653,n/a**,645
4/1/2020,28125,53.62,53.62,n/a**,52.17,52.17,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,8.7,8.7,n/a**,n/a*,n/a*,n/a**,576,576,n/a**
4/1/2020,28127,35.29,n/a*,35.5,34.56,n/a*,32.47,1299,n/a*,998,30.92,n/a*,31.56,15.69,n/a*,n/a*,6.84,n/a*,8.08,9.21,n/a*,10.71,5.48,n/a*,n/a*,7.11,n/a*,7.36,n/a*,n/a*,n/a*,662,n/a*,660
4/1/2020,28129,25.23,n/a**,25,30.63,n/a**,32.5,n/a*,n/a**,n/a*,26.89,n/a**,28.65,n/a*,n/a**,n/a*,3.92,n/a**,n/a*,9.26,n/a**,n/a*,n/a*,n/a**,n/a*,10.81,n/a**,10,n/a*,n/a**,n/a*,674,n/a**,674
4/1/2020,28131,34.82,n/a**,34.82,36.84,n/a**,36.84,1620,n/a**,1620,39.23,n/a**,39.23,n/a*,n/a**,n/a*,9.84,n/a**,9.84,5.66,n/a**,5.66,n/a*,n/a**,n/a*,7.29,n/a**,7.29,n/a*,n/a**,n/a*,658,n/a**,658
4/1/2020,28133,48.97,50.39,n/a**,50.34,51.94,n/a**,1614,1652,n/a**,42.21,43.4,n/a**,34.72,37.5,n/a**,15.09,16.3,n/a**,11.63,13.51,n/a**,n/a*,n/a*,n/a**,8.56,8.91,n/a**,n/a*,n/a*,n/a**,594,589,n/a**
4/1/2020,28135,43.83,49.07,n/a*,43.21,47.22,n/a*,1061,976,n/a*,39.22,41.26,n/a*,n/a*,n/a*,n/a*,15.38,n/a*,n/a*,9.72,n/a*,n/a*,n/a*,n/a*,n/a*,6.79,5.56,n/a*,n/a*,n/a*,n/a*,617,601,n/a*
4/1/2020,28137,31.26,n/a**,31.18,34.25,n/a**,34.18,1823,n/a**,1835,32.71,n/a**,32.71,18.84,n/a**,18.84,11.68,n/a**,11.22,8.62,n/a**,8.09,2.3,n/a**,2.3,5.75,n/a**,5.54,n/a*,n/a**,n/a*,666,n/a**,666
4/1/2020,28139,33.12,n/a**,31.11,36.04,n/a**,33.33,1304,n/a**,1171,31.39,n/a**,31.3,n/a*,n/a**,n/a*,12.07,n/a**,12.15,8.27,n/a**,6.67,n/a*,n/a**,n/a*,5.84,n/a**,6.3,n/a*,n/a**,n/a*,650,n/a**,661
4/1/2020,28141,28.87,n/a**,28.87,33.45,n/a**,33.45,1372,n/a**,1372,27.36,n/a**,27.36,n/a*,n/a**,n/a*,6.09,n/a**,6.09,8.33,n/a**,8.33,n/a*,n/a**,n/a*,1.76,n/a**,1.76,n/a*,n/a**,n/a*,673,n/a**,673
4/1/2020,28143,59.88,59.75,n/a*,64.07,63.52,n/a*,2024,2041,n/a*,37.28,36.77,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,18.52,18,n/a*,n/a*,n/a*,n/a*,11.38,11.95,n/a*,n/a*,n/a*,n/a*,557,557,n/a*
4/1/2020,28145,31.07,n/a**,31.19,34.24,n/a**,34.4,1756,n/a**,1805,33.51,n/a**,33.75,14.81,n/a**,14.81,7.35,n/a**,7.46,2.69,n/a**,2.73,4.94,n/a**,5,6.58,n/a**,6.65,n/a*,n/a**,n/a*,661,n/a**,661
4/1/2020,28147,27.05,n/a*,n/a*,38.65,n/a*,n/a*,1236,n/a*,n/a*,35.17,n/a*,n/a*,n/a*,n/a*,n/a*,5,n/a*,n/a*,4.55,n/a*,n/a*,n/a*,n/a*,n/a*,8.21,n/a*,n/a*,n/a*,n/a*,n/a*,654,n/a*,n/a*
4/1/2020,28149,37.39,n/a**,n/a*,42.25,n/a**,n/a*,2461,n/a**,n/a*,34.47,n/a**,n/a*,17.61,n/a**,n/a*,9.47,n/a**,n/a*,9.52,n/a**,n/a*,6.3,n/a**,n/a*,6.99,n/a**,n/a*,n/a*,n/a**,n/a*,647,n/a**,n/a*
4/1/2020,28151,47.74,48.79,n/a*,49.93,50.61,n/a*,1421,1421,n/a*,40.72,41.39,n/a*,25.75,26.54,n/a*,13.09,13.85,n/a*,7.05,7.34,n/a*,8.24,7.32,n/a*,10.19,10.3,n/a*,8.57,8.82,n/a*,604,600,n/a*
4/1/2020,28153,39.59,35.44,41.23,43.34,45.57,42.65,1173,n/a*,1308,38.39,n/a*,38,n/a*,n/a*,n/a*,10.66,n/a*,8.75,9.09,n/a*,8.05,n/a*,n/a*,n/a*,5.8,5.06,6.16,n/a*,n/a*,n/a*,632,635,631
4/1/2020,28155,33.77,n/a**,33.33,40.4,n/a**,40.14,2553,n/a**,2553,36.01,n/a**,36.41,n/a*,n/a**,n/a*,8.45,n/a**,8.57,1.52,n/a**,0,n/a*,n/a**,n/a*,5.96,n/a**,6.12,n/a*,n/a**,n/a*,662,n/a**,662
4/1/2020,28157,44.26,43.8,n/a**,55.74,55.37,n/a**,2533,2494,n/a**,39.73,39.73,n/a**,n/a*,n/a*,n/a**,16,16,n/a**,13.73,13.73,n/a**,n/a*,n/a*,n/a**,7.38,7.44,n/a**,n/a*,n/a*,n/a**,624,624,n/a**
4/1/2020,28159,39.93,n/a*,35.48,46.64,n/a*,35.48,1548,n/a*,n/a*,35.03,n/a*,n/a*,11.76,n/a*,n/a*,9.8,n/a*,n/a*,14.16,n/a*,n/a*,n/a*,n/a*,n/a*,8.83,n/a*,3.23,n/a*,n/a*,n/a*,637,n/a*,656
